# Energy	Flux
# keV	photon/(s*keV*arcmin**2)
2.905499999999999972e+00	3.601311940430813245e-04
2.906499999999999861e+00	3.600992819785479968e-04
2.907500000000000195e+00	3.600638241290665697e-04
2.908500000000000085e+00	3.600319120645333504e-04
2.909499999999999975e+00	3.600000000000000227e-04
2.910499999999999865e+00	3.599680879354667492e-04
2.911500000000000199e+00	3.599326300859853221e-04
2.912500000000000089e+00	3.599007180214519944e-04
2.913499999999999979e+00	3.598688059569187209e-04
2.914499999999999869e+00	3.598333481074373480e-04
2.915500000000000203e+00	3.598014360429040203e-04
2.916500000000000092e+00	3.597695239783707468e-04
2.917499999999999982e+00	3.597376119138374732e-04
2.918499999999999872e+00	3.597021540643559920e-04
2.919500000000000206e+00	3.596702419998227184e-04
2.920500000000000096e+00	3.596383299352894449e-04
2.921499999999999986e+00	3.596028720858080179e-04
2.922499999999999876e+00	3.595709600212747444e-04
2.923500000000000210e+00	3.595390479567414708e-04
2.924500000000000099e+00	3.595071358922081431e-04
2.925499999999999989e+00	3.594716780427267160e-04
2.926499999999999879e+00	3.594397659781934425e-04
2.927500000000000213e+00	3.594078539136601690e-04
2.928500000000000103e+00	3.593759418491268955e-04
2.929499999999999993e+00	3.593404839996454684e-04
2.930499999999999883e+00	3.593085719351121407e-04
2.931500000000000217e+00	3.592766598705788672e-04
2.932500000000000107e+00	3.592447478060455937e-04
2.933499999999999996e+00	3.592128357415122659e-04
2.934499999999999886e+00	3.591773778920308931e-04
2.935500000000000220e+00	3.591454658274976196e-04
2.936500000000000110e+00	3.591135537629642919e-04
2.937500000000000000e+00	3.590816416984310183e-04
2.938499999999999890e+00	3.590461838489495913e-04
2.939499999999999780e+00	3.590142717844162635e-04
2.940500000000000114e+00	3.589823597198829900e-04
2.941500000000000004e+00	3.589504476553497707e-04
2.942499999999999893e+00	3.589185355908164430e-04
2.943499999999999783e+00	3.588830777413350159e-04
2.944500000000000117e+00	3.588511656768017424e-04
2.945500000000000007e+00	3.588192536122684147e-04
2.946499999999999897e+00	3.587873415477351412e-04
2.947499999999999787e+00	3.587554294832018677e-04
2.948500000000000121e+00	3.587235174186685941e-04
2.949500000000000011e+00	3.586880595691871671e-04
2.950499999999999901e+00	3.586561475046538936e-04
2.951499999999999790e+00	3.586242354401205658e-04
2.952500000000000124e+00	3.585923233755872923e-04
2.953500000000000014e+00	3.585604113110540188e-04
2.954499999999999904e+00	3.585284992465206911e-04
2.955499999999999794e+00	3.584930413970393182e-04
2.956500000000000128e+00	3.584611293325060447e-04
2.957500000000000018e+00	3.584292172679727170e-04
2.958499999999999908e+00	3.583973052034394435e-04
2.959499999999999797e+00	3.583653931389061699e-04
2.960500000000000131e+00	3.583334810743728422e-04
2.961500000000000021e+00	3.582980232248914152e-04
2.962499999999999911e+00	3.582661111603581959e-04
2.963499999999999801e+00	3.582341990958248681e-04
2.964500000000000135e+00	3.582022870312915946e-04
2.965500000000000025e+00	3.581703749667583211e-04
2.966499999999999915e+00	3.581384629022249934e-04
2.967499999999999805e+00	3.581065508376917199e-04
2.968500000000000139e+00	3.580746387731584463e-04
2.969500000000000028e+00	3.580427267086251186e-04
2.970499999999999918e+00	3.580072688591437458e-04
2.971499999999999808e+00	3.579753567946104722e-04
2.972500000000000142e+00	3.579434447300771445e-04
2.973500000000000032e+00	3.579115326655438710e-04
2.974499999999999922e+00	3.578796206010105975e-04
2.975499999999999812e+00	3.578477085364772698e-04
2.976500000000000146e+00	3.578157964719439962e-04
2.977500000000000036e+00	3.577838844074107227e-04
2.978499999999999925e+00	3.577519723428774492e-04
2.979499999999999815e+00	3.577200602783441757e-04
2.980500000000000149e+00	3.576881482138108480e-04
2.981500000000000039e+00	3.576526903643294209e-04
2.982499999999999929e+00	3.576207782997961474e-04
2.983499999999999819e+00	3.575888662352628197e-04
2.984500000000000153e+00	3.575569541707295461e-04
2.985500000000000043e+00	3.575250421061963268e-04
2.986499999999999932e+00	3.574931300416629991e-04
2.987499999999999822e+00	3.574612179771297256e-04
2.988500000000000156e+00	3.574293059125964521e-04
2.989500000000000046e+00	3.573973938480631244e-04
2.990499999999999936e+00	3.573654817835298508e-04
2.991499999999999826e+00	3.573335697189965773e-04
2.992500000000000160e+00	3.573016576544632496e-04
2.993500000000000050e+00	3.572697455899300303e-04
2.994499999999999940e+00	3.572378335253967568e-04
2.995499999999999829e+00	3.572059214608634290e-04
2.996500000000000163e+00	3.571740093963301555e-04
2.997500000000000053e+00	3.571420973317968278e-04
2.998499999999999943e+00	3.571101852672635543e-04
2.999499999999999833e+00	3.570782732027302808e-04
3.000500000000000167e+00	3.570463611381969530e-04
3.001500000000000057e+00	3.570144490736636795e-04
3.002499999999999947e+00	3.569825370091304602e-04
3.003499999999999837e+00	3.569506249445971325e-04
3.004500000000000171e+00	3.569187128800638590e-04
3.005500000000000060e+00	3.568868008155305855e-04
3.006499999999999950e+00	3.568548887509972577e-04
3.007499999999999840e+00	3.568229766864639842e-04
3.008500000000000174e+00	3.567910646219307107e-04
3.009500000000000064e+00	3.567591525573973830e-04
3.010499999999999954e+00	3.567272404928641637e-04
3.011499999999999844e+00	3.566953284283308902e-04
3.012500000000000178e+00	3.566634163637975624e-04
3.013500000000000068e+00	3.566315042992642889e-04
3.014499999999999957e+00	3.565995922347310154e-04
3.015499999999999847e+00	3.565676801701976877e-04
3.016500000000000181e+00	3.565357681056644142e-04
3.017500000000000071e+00	3.565038560411310864e-04
3.018499999999999961e+00	3.564719439765978671e-04
3.019499999999999851e+00	3.564400319120645936e-04
3.020500000000000185e+00	3.564081198475312659e-04
3.021500000000000075e+00	3.563762077829979924e-04
3.022499999999999964e+00	3.563478415034128724e-04
3.023499999999999854e+00	3.563159294388795447e-04
3.024500000000000188e+00	3.562840173743462712e-04
3.025500000000000078e+00	3.562521053098129976e-04
3.026499999999999968e+00	3.562201932452796699e-04
3.027499999999999858e+00	3.561882811807463964e-04
3.028500000000000192e+00	3.561563691162131771e-04
3.029500000000000082e+00	3.561244570516798494e-04
3.030499999999999972e+00	3.560925449871465759e-04
3.031499999999999861e+00	3.560606329226132481e-04
3.032500000000000195e+00	3.560322666430281282e-04
3.033500000000000085e+00	3.560003545784948546e-04
3.034499999999999975e+00	3.559684425139615269e-04
3.035499999999999865e+00	3.559365304494282534e-04
3.036500000000000199e+00	3.559046183848949799e-04
3.037500000000000089e+00	3.558727063203617064e-04
3.038499999999999979e+00	3.558407942558284329e-04
3.039499999999999869e+00	3.558088821912951593e-04
3.040500000000000203e+00	3.557805159117099852e-04
3.041500000000000092e+00	3.557486038471767116e-04
3.042499999999999982e+00	3.557166917826433839e-04
3.043499999999999872e+00	3.556847797181101104e-04
3.044500000000000206e+00	3.556528676535768369e-04
3.045500000000000096e+00	3.556209555890435092e-04
3.046499999999999986e+00	3.555890435245102899e-04
3.047499999999999876e+00	3.555606772449251157e-04
3.048500000000000210e+00	3.555287651803918422e-04
3.049500000000000099e+00	3.554968531158585686e-04
3.050499999999999989e+00	3.554649410513252951e-04
3.051499999999999879e+00	3.554330289867919674e-04
3.052500000000000213e+00	3.554046627072068474e-04
3.053500000000000103e+00	3.553727506426735197e-04
3.054499999999999993e+00	3.553408385781402462e-04
3.055499999999999883e+00	3.553089265136069727e-04
3.056500000000000217e+00	3.552770144490736992e-04
3.057500000000000107e+00	3.552451023845404256e-04
3.058499999999999996e+00	3.552167361049553057e-04
3.059499999999999886e+00	3.551848240404219779e-04
3.060500000000000220e+00	3.551529119758887044e-04
3.061500000000000110e+00	3.551209999113554309e-04
3.062500000000000000e+00	3.550926336317702567e-04
3.063499999999999890e+00	3.550607215672369832e-04
3.064499999999999780e+00	3.550288095027036555e-04
3.065500000000000114e+00	3.549968974381703820e-04
3.066500000000000004e+00	3.549685311585852620e-04
3.067499999999999893e+00	3.549366190940519343e-04
3.068499999999999783e+00	3.549047070295187150e-04
3.069500000000000117e+00	3.548727949649854415e-04
3.070500000000000007e+00	3.548408829004521137e-04
3.071499999999999897e+00	3.548125166208669938e-04
3.072499999999999787e+00	3.547806045563336660e-04
3.073500000000000121e+00	3.547486924918003925e-04
3.074500000000000011e+00	3.547203262122152726e-04
3.075499999999999901e+00	3.546884141476819448e-04
3.076499999999999790e+00	3.546565020831486713e-04
3.077500000000000124e+00	3.546245900186153978e-04
3.078500000000000014e+00	3.545962237390302236e-04
3.079499999999999904e+00	3.545643116744969501e-04
3.080499999999999794e+00	3.545331087669533181e-04
3.081500000000000128e+00	3.545022604379044527e-04
3.082500000000000018e+00	3.544714121088556416e-04
3.083499999999999908e+00	3.544405637798067762e-04
3.084499999999999797e+00	3.544100700292527315e-04
3.085500000000000131e+00	3.543792217002039203e-04
3.086500000000000021e+00	3.543483733711550549e-04
3.087499999999999911e+00	3.543175250421062438e-04
3.088499999999999801e+00	3.542866767130573784e-04
3.089500000000000135e+00	3.542561829625033337e-04
3.090500000000000025e+00	3.542253346334545226e-04
3.091499999999999915e+00	3.541944863044056572e-04
3.092499999999999805e+00	3.541639925538516667e-04
3.093500000000000139e+00	3.541331442248028013e-04
3.094500000000000028e+00	3.541026504742487567e-04
3.095499999999999918e+00	3.540718021451999455e-04
3.096499999999999808e+00	3.540413083946459009e-04
3.097500000000000142e+00	3.540104600655970897e-04
3.098500000000000032e+00	3.539799663150429909e-04
3.099499999999999922e+00	3.539494725644890005e-04
3.100499999999999812e+00	3.539186242354401351e-04
3.101500000000000146e+00	3.538881304848861447e-04
3.102500000000000036e+00	3.538576367343321000e-04
3.103499999999999925e+00	3.538271429837780554e-04
3.104499999999999815e+00	3.537966492332240108e-04
3.105500000000000149e+00	3.537661554826699662e-04
3.106500000000000039e+00	3.537353071536211550e-04
3.107499999999999929e+00	3.537048134030671104e-04
3.108499999999999819e+00	3.536746742310079407e-04
3.109500000000000153e+00	3.536441804804538961e-04
3.110500000000000043e+00	3.536136867298998515e-04
3.111499999999999932e+00	3.535831929793458069e-04
3.112499999999999822e+00	3.535526992287918164e-04
3.113500000000000156e+00	3.535222054782377718e-04
3.114500000000000046e+00	3.534920663061785480e-04
3.115499999999999936e+00	3.534615725556245034e-04
3.116499999999999826e+00	3.534310788050705129e-04
3.117500000000000160e+00	3.534009396330112891e-04
3.118500000000000050e+00	3.533704458824572987e-04
3.119499999999999940e+00	3.533403067103980206e-04
3.120499999999999829e+00	3.533098129598440302e-04
3.121500000000000163e+00	3.532796737877848064e-04
3.122500000000000053e+00	3.532491800372307617e-04
3.123499999999999943e+00	3.532190408651715379e-04
3.124499999999999833e+00	3.531889016931123683e-04
3.125500000000000167e+00	3.531584079425582694e-04
3.126500000000000057e+00	3.531282687704990998e-04
3.127499999999999947e+00	3.530981295984398759e-04
3.128499999999999837e+00	3.530679904263806521e-04
3.129500000000000171e+00	3.530378512543214825e-04
3.130500000000000060e+00	3.530077120822622586e-04
3.131499999999999950e+00	3.529775729102030348e-04
3.132499999999999840e+00	3.529474337381438109e-04
3.133500000000000174e+00	3.529172945660845871e-04
3.134500000000000064e+00	3.528871553940253632e-04
3.135499999999999954e+00	3.528570162219661936e-04
3.136499999999999844e+00	3.528268770499069155e-04
3.137500000000000178e+00	3.527967378778477459e-04
3.138500000000000068e+00	3.527669532842833428e-04
3.139499999999999957e+00	3.527368141122241190e-04
3.140499999999999847e+00	3.527066749401648951e-04
3.141500000000000181e+00	3.526768903466004921e-04
3.142500000000000071e+00	3.526467511745412682e-04
3.143499999999999961e+00	3.526169665809769193e-04
3.144499999999999851e+00	3.525868274089176413e-04
3.145500000000000185e+00	3.525570428153532924e-04
3.146500000000000075e+00	3.525269036432940144e-04
3.147499999999999964e+00	3.524971190497296655e-04
3.148499999999999854e+00	3.524673344561652624e-04
3.149500000000000188e+00	3.524371952841060386e-04
3.150500000000000078e+00	3.524074106905416355e-04
3.151499999999999968e+00	3.523776260969772867e-04
3.152499999999999858e+00	3.523478415034128294e-04
3.153500000000000192e+00	3.523180569098484805e-04
3.154500000000000082e+00	3.522879177377892025e-04
3.155499999999999972e+00	3.522581331442248536e-04
3.156499999999999861e+00	3.522283485506604505e-04
3.157500000000000195e+00	3.521989185355908140e-04
3.158500000000000085e+00	3.521691339420264652e-04
3.159499999999999975e+00	3.521393493484620621e-04
3.160499999999999865e+00	3.521095647548976048e-04
3.161500000000000199e+00	3.520797801613332560e-04
3.162500000000000089e+00	3.520499955677688529e-04
3.163499999999999979e+00	3.520205655526992164e-04
3.164499999999999869e+00	3.519907809591348675e-04
3.165500000000000203e+00	3.519613509440652852e-04
3.166500000000000092e+00	3.519315663505008279e-04
3.167499999999999982e+00	3.519017817569364791e-04
3.168499999999999872e+00	3.518723517418668968e-04
3.169500000000000206e+00	3.518425671483024395e-04
3.170500000000000096e+00	3.518131371332329114e-04
3.171499999999999986e+00	3.517837071181633291e-04
3.172499999999999876e+00	3.517539225245989261e-04
3.173500000000000210e+00	3.517244925095292895e-04
3.174500000000000099e+00	3.516950624944597615e-04
3.175499999999999989e+00	3.516656324793901792e-04
3.176499999999999879e+00	3.516362024643205427e-04
3.177500000000000213e+00	3.516067724492509604e-04
3.178500000000000103e+00	3.515769878556866115e-04
3.179499999999999993e+00	3.515475578406170292e-04
3.180499999999999883e+00	3.515181278255473927e-04
3.181500000000000217e+00	3.514890523889726312e-04
3.182500000000000107e+00	3.514596223739030489e-04
3.183499999999999996e+00	3.514301923588334666e-04
3.184499999999999886e+00	3.514007623437638843e-04
3.185500000000000220e+00	3.513713323286943020e-04
3.186500000000000110e+00	3.513422568921195405e-04
3.187500000000000000e+00	3.513128268770499582e-04
3.188499999999999890e+00	3.512833968619803217e-04
3.189499999999999780e+00	3.512543214254055602e-04
3.190500000000000114e+00	3.512248914103359779e-04
3.191500000000000004e+00	3.511958159737612164e-04
3.192499999999999893e+00	3.511663859586916341e-04
3.193499999999999783e+00	3.511373105221168725e-04
3.194500000000000117e+00	3.511078805070472902e-04
3.195500000000000007e+00	3.510788050704725287e-04
3.196499999999999897e+00	3.510497296338977672e-04
3.197499999999999787e+00	3.510206541973229515e-04
3.198500000000000121e+00	3.509915787607481900e-04
3.199500000000000011e+00	3.509621487456786077e-04
3.200499999999999901e+00	3.509330733091038461e-04
3.201499999999999790e+00	3.509039978725290846e-04
3.202500000000000124e+00	3.508749224359542689e-04
3.203500000000000014e+00	3.508458469993795074e-04
3.204499999999999904e+00	3.508167715628047459e-04
3.205499999999999794e+00	3.507876961262299843e-04
3.206500000000000128e+00	3.507589752681500436e-04
3.207500000000000018e+00	3.507298998315752821e-04
3.208499999999999908e+00	3.507008243950004663e-04
3.209499999999999797e+00	3.506717489584257048e-04
3.210500000000000131e+00	3.506430281003457099e-04
3.211500000000000021e+00	3.506139526637709483e-04
3.212499999999999911e+00	3.505848772271961868e-04
3.213499999999999801e+00	3.505561563691162461e-04
3.214500000000000135e+00	3.505270809325414846e-04
3.215500000000000025e+00	3.504983600744614896e-04
3.216499999999999915e+00	3.504696392163815489e-04
3.217499999999999805e+00	3.504405637798067874e-04
3.218500000000000139e+00	3.504118429217267924e-04
3.219500000000000028e+00	3.503831220636468517e-04
3.220499999999999918e+00	3.503540466270720901e-04
3.221499999999999808e+00	3.503253257689921494e-04
3.222500000000000142e+00	3.502966049109122086e-04
3.223500000000000032e+00	3.502678840528322679e-04
3.224499999999999922e+00	3.502391631947522730e-04
3.225499999999999812e+00	3.502104423366722780e-04
3.226500000000000146e+00	3.501817214785923373e-04
3.227500000000000036e+00	3.501530006205123965e-04
3.228499999999999925e+00	3.501242797624324558e-04
3.229499999999999815e+00	3.500955589043524608e-04
3.230500000000000149e+00	3.500671926247673408e-04
3.231500000000000039e+00	3.500384717666874001e-04
3.232499999999999929e+00	3.500097509086074051e-04
3.233499999999999819e+00	3.499810300505274644e-04
3.234500000000000153e+00	3.499526637709423444e-04
3.235500000000000043e+00	3.499239429128624037e-04
3.236499999999999932e+00	3.498955766332772295e-04
3.237499999999999822e+00	3.498668557751972888e-04
3.238500000000000156e+00	3.498384894956121688e-04
3.239500000000000046e+00	3.498097686375321196e-04
3.240499999999999936e+00	3.497814023579469997e-04
3.241499999999999826e+00	3.497530360783618255e-04
3.242500000000000160e+00	3.497246697987767055e-04
3.243500000000000050e+00	3.496959489406967648e-04
3.244499999999999940e+00	3.496675826611115906e-04
3.245499999999999829e+00	3.496392163815264706e-04
3.246500000000000163e+00	3.496108501019413507e-04
3.247500000000000053e+00	3.495824838223561765e-04
3.248499999999999943e+00	3.495541175427710565e-04
3.249499999999999833e+00	3.495257512631858824e-04
3.250500000000000167e+00	3.494973849836007624e-04
3.251500000000000057e+00	3.494690187040155882e-04
3.252499999999999947e+00	3.494406524244304682e-04
3.253499999999999837e+00	3.494126407233401148e-04
3.254500000000000171e+00	3.493842744437549949e-04
3.255500000000000060e+00	3.493559081641698749e-04
3.256499999999999950e+00	3.493278964630795215e-04
3.257499999999999840e+00	3.492995301834944015e-04
3.258500000000000174e+00	3.492715184824041023e-04
3.259500000000000064e+00	3.492431522028189282e-04
3.260499999999999954e+00	3.492151405017286290e-04
3.261499999999999844e+00	3.491867742221434548e-04
3.262500000000000178e+00	3.491587625210531556e-04
3.263500000000000068e+00	3.491307508199628022e-04
3.264499999999999957e+00	3.491023845403776822e-04
3.265499999999999847e+00	3.490743728392873288e-04
3.266500000000000181e+00	3.490463611381969754e-04
3.267500000000000071e+00	3.490183494371066762e-04
3.268499999999999961e+00	3.489903377360163228e-04
3.269499999999999851e+00	3.489623260349260236e-04
3.270500000000000185e+00	3.489343143338356702e-04
3.271500000000000075e+00	3.489063026327453168e-04
3.272499999999999964e+00	3.488782909316550176e-04
3.273499999999999854e+00	3.488502792305647185e-04
3.274500000000000188e+00	3.488222675294743651e-04
3.275500000000000078e+00	3.487942558283840659e-04
3.276499999999999968e+00	3.487665987057885332e-04
3.277499999999999858e+00	3.487385870046981798e-04
3.278500000000000192e+00	3.487105753036078806e-04
3.279500000000000082e+00	3.486829181810123480e-04
3.280499999999999972e+00	3.486549064799219946e-04
3.281499999999999861e+00	3.486272493573264620e-04
3.282500000000000195e+00	3.485992376562362170e-04
3.283500000000000085e+00	3.485715805336406844e-04
3.284499999999999975e+00	3.485439234110451518e-04
3.285499999999999865e+00	3.485159117099547984e-04
3.286500000000000199e+00	3.484882545873593199e-04
3.287500000000000089e+00	3.484605974647637873e-04
3.288499999999999979e+00	3.484329403421682547e-04
3.289499999999999869e+00	3.484049286410779555e-04
3.290500000000000203e+00	3.483772715184824229e-04
3.291500000000000092e+00	3.483496143958869445e-04
3.292499999999999982e+00	3.483219572732914118e-04
3.293499999999999872e+00	3.482943001506958792e-04
3.294500000000000206e+00	3.482669976065951674e-04
3.295500000000000096e+00	3.482393404839996889e-04
3.296499999999999986e+00	3.482116833614041563e-04
3.297499999999999876e+00	3.481840262388086237e-04
3.298500000000000210e+00	3.481563691162131453e-04
3.299500000000000099e+00	3.481290665721123792e-04
3.300499999999999989e+00	3.481014094495169550e-04
3.301499999999999879e+00	3.480737523269214224e-04
3.302500000000000213e+00	3.480464497828207105e-04
3.303500000000000103e+00	3.480191472387199987e-04
3.304499999999999993e+00	3.479914901161244660e-04
3.305499999999999883e+00	3.479641875720238084e-04
3.306500000000000217e+00	3.479365304494282758e-04
3.307500000000000107e+00	3.479092279053275639e-04
3.308499999999999996e+00	3.478819253612268521e-04
3.309499999999999886e+00	3.478542682386313737e-04
3.310500000000000220e+00	3.478269656945306618e-04
3.311500000000000110e+00	3.477996631504299500e-04
3.312500000000000000e+00	3.477723606063292381e-04
3.313499999999999890e+00	3.477450580622285805e-04
3.314499999999999780e+00	3.477177555181278686e-04
3.315500000000000114e+00	3.476904529740271568e-04
3.316500000000000004e+00	3.476631504299264449e-04
3.317499999999999893e+00	3.476358478858257873e-04
3.318499999999999783e+00	3.476088999202198420e-04
3.319500000000000117e+00	3.475815973761191302e-04
3.320500000000000007e+00	3.475542948320184725e-04
3.321499999999999897e+00	3.475273468664125814e-04
3.322499999999999787e+00	3.475000443223118696e-04
3.323500000000000121e+00	3.474727417782111577e-04
3.324500000000000011e+00	3.474457938126053209e-04
3.325499999999999901e+00	3.474184912685046090e-04
3.326499999999999790e+00	3.473915433028986637e-04
3.327500000000000124e+00	3.473645953372928269e-04
3.328500000000000014e+00	3.473372927931921150e-04
3.329499999999999904e+00	3.473103448275862240e-04
3.330499999999999794e+00	3.472833968619803871e-04
3.331500000000000128e+00	3.472564488963744418e-04
3.332500000000000018e+00	3.472291463522737300e-04
3.333499999999999908e+00	3.472021983866678931e-04
3.334499999999999797e+00	3.471752504210620020e-04
3.335500000000000131e+00	3.471483024554561109e-04
3.336500000000000021e+00	3.471213544898502199e-04
3.337499999999999911e+00	3.470944065242443288e-04
3.338499999999999801e+00	3.470674585586384377e-04
3.339500000000000135e+00	3.470408651715273674e-04
3.340500000000000025e+00	3.470139172059214763e-04
3.341499999999999915e+00	3.469869692403155853e-04
3.342499999999999805e+00	3.469600212747097484e-04
3.343500000000000139e+00	3.469334278875986239e-04
3.344500000000000028e+00	3.469064799219927870e-04
3.345499999999999918e+00	3.468798865348816625e-04
3.346499999999999808e+00	3.468529385692757715e-04
3.347500000000000142e+00	3.468263451821647554e-04
3.348500000000000032e+00	3.467993972165588643e-04
3.349499999999999922e+00	3.467728038294477940e-04
3.350499999999999812e+00	3.467462104423367237e-04
3.351500000000000146e+00	3.467192624767307784e-04
3.352500000000000036e+00	3.466926690896197623e-04
3.353499999999999925e+00	3.466660757025086378e-04
3.354499999999999815e+00	3.466394823153976217e-04
3.355500000000000149e+00	3.466128889282864972e-04
3.356500000000000039e+00	3.465862955411754811e-04
3.357499999999999929e+00	3.465597021540644108e-04
3.358499999999999819e+00	3.465331087669532863e-04
3.359500000000000153e+00	3.465065153798422702e-04
3.360500000000000043e+00	3.464799219927311457e-04
3.361499999999999932e+00	3.464533286056201296e-04
3.362499999999999822e+00	3.464270897970038259e-04
3.363500000000000156e+00	3.464004964098928098e-04
3.364500000000000046e+00	3.463739030227816853e-04
3.365499999999999936e+00	3.463476642141654358e-04
3.366499999999999826e+00	3.463210708270543655e-04
3.367500000000000160e+00	3.462948320184381160e-04
3.368500000000000050e+00	3.462682386313270457e-04
3.369499999999999940e+00	3.462419998227107961e-04
3.370499999999999829e+00	3.462154064355997258e-04
3.371500000000000163e+00	3.461891676269834221e-04
3.372500000000000053e+00	3.461629288183671726e-04
3.373499999999999943e+00	3.461363354312561023e-04
3.374499999999999833e+00	3.461100966226398528e-04
3.375500000000000167e+00	3.460838578140236032e-04
3.376500000000000057e+00	3.460576190054073537e-04
3.377499999999999947e+00	3.460313801967911042e-04
3.378499999999999837e+00	3.460051413881748547e-04
3.379500000000000171e+00	3.459789025795586052e-04
3.380500000000000060e+00	3.459526637709423014e-04
3.381499999999999950e+00	3.459264249623261061e-04
3.382499999999999840e+00	3.459001861537098024e-04
3.383500000000000174e+00	3.458743019235883736e-04
3.384500000000000064e+00	3.458480631149720699e-04
3.385499999999999954e+00	3.458218243063558746e-04
3.386499999999999844e+00	3.457959400762343916e-04
3.387500000000000178e+00	3.457697012676181421e-04
3.388500000000000068e+00	3.457438170374966591e-04
3.389499999999999957e+00	3.457175782288804638e-04
3.390499999999999847e+00	3.456916939987590351e-04
3.391500000000000181e+00	3.456654551901427314e-04
3.392500000000000071e+00	3.456395709600213026e-04
3.393499999999999961e+00	3.456136867298998197e-04
3.394499999999999851e+00	3.455874479212836243e-04
3.395500000000000185e+00	3.455615636911621414e-04
3.396500000000000075e+00	3.455356794610407126e-04
3.397499999999999964e+00	3.455097952309192839e-04
3.398499999999999854e+00	3.454839110007978009e-04
3.399500000000000188e+00	3.454580267706763722e-04
3.400500000000000078e+00	3.454321425405549434e-04
3.401499999999999968e+00	3.454062583104335147e-04
3.402499999999999858e+00	3.453803740803120859e-04
3.403500000000000192e+00	3.453544898501906030e-04
3.404500000000000082e+00	3.453289601985639950e-04
3.405499999999999972e+00	3.453030759684425663e-04
3.406499999999999861e+00	3.452771917383210833e-04
3.407500000000000195e+00	3.452516620866944753e-04
3.408500000000000085e+00	3.452257778565730466e-04
3.409499999999999975e+00	3.451998936264515636e-04
3.410499999999999865e+00	3.451743639748249557e-04
3.411500000000000199e+00	3.451488343231983477e-04
3.412500000000000089e+00	3.451229500930768647e-04
3.413499999999999979e+00	3.450974204414502568e-04
3.414499999999999869e+00	3.450718907898236488e-04
3.415500000000000203e+00	3.450460065597021658e-04
3.416500000000000092e+00	3.450204769080755579e-04
3.417499999999999982e+00	3.449949472564489499e-04
3.418499999999999872e+00	3.449694176048222877e-04
3.419500000000000206e+00	3.449438879531956798e-04
3.420500000000000096e+00	3.449183583015690718e-04
3.421499999999999986e+00	3.448928286499424096e-04
3.422499999999999876e+00	3.448672989983158016e-04
3.423500000000000210e+00	3.448417693466891394e-04
3.424500000000000099e+00	3.448162396950624773e-04
3.425499999999999989e+00	3.447907100434358693e-04
3.426499999999999879e+00	3.447655349703040821e-04
3.427500000000000213e+00	3.447400053186774741e-04
3.428500000000000103e+00	3.447144756670508120e-04
3.429499999999999993e+00	3.446893005939190248e-04
3.430499999999999883e+00	3.446637709422924168e-04
3.431500000000000217e+00	3.446385958691605754e-04
3.432500000000000107e+00	3.446130662175339132e-04
3.433499999999999996e+00	3.445878911444021260e-04
3.434499999999999886e+00	3.445627160712703388e-04
3.435500000000000220e+00	3.445371864196436766e-04
3.436500000000000110e+00	3.445120113465118352e-04
3.437500000000000000e+00	3.444868362733800480e-04
3.438499999999999890e+00	3.444616612002482608e-04
3.439499999999999780e+00	3.444361315486216529e-04
3.440500000000000114e+00	3.444109564754897572e-04
3.441500000000000004e+00	3.443857814023579701e-04
3.442499999999999893e+00	3.443606063292261829e-04
3.443499999999999783e+00	3.443357858345891622e-04
3.444500000000000117e+00	3.443106107614573750e-04
3.445500000000000007e+00	3.442854356883255336e-04
3.446499999999999897e+00	3.442602606151936922e-04
3.447499999999999787e+00	3.442350855420619050e-04
3.448500000000000121e+00	3.442102650474249386e-04
3.449500000000000011e+00	3.441850899742930972e-04
3.450499999999999901e+00	3.441599149011612558e-04
3.451499999999999790e+00	3.441350944065242352e-04
3.452500000000000124e+00	3.441099193333924480e-04
3.453500000000000014e+00	3.440850988387554816e-04
3.454499999999999904e+00	3.440602783441184609e-04
3.455499999999999794e+00	3.440351032709866737e-04
3.456500000000000128e+00	3.440102827763495989e-04
3.457500000000000018e+00	3.439854622817126325e-04
3.458499999999999908e+00	3.439606417870756118e-04
3.459499999999999797e+00	3.439354667139438246e-04
3.460500000000000131e+00	3.439106462193068582e-04
3.461500000000000021e+00	3.438858257246698376e-04
3.462499999999999911e+00	3.438610052300328712e-04
3.463499999999999801e+00	3.438361847353957963e-04
3.464500000000000135e+00	3.438113642407588299e-04
3.465500000000000025e+00	3.437865437461218093e-04
3.466499999999999915e+00	3.437620778299796094e-04
3.467499999999999805e+00	3.437372573353426430e-04
3.468500000000000139e+00	3.437124368407056224e-04
3.469500000000000028e+00	3.436876163460686560e-04
3.470499999999999918e+00	3.436631504299264561e-04
3.471499999999999808e+00	3.436383299352894897e-04
3.472500000000000142e+00	3.436138640191472898e-04
3.473500000000000032e+00	3.435890435245102692e-04
3.474499999999999922e+00	3.435645776083680694e-04
3.475499999999999812e+00	3.435397571137310487e-04
3.476500000000000146e+00	3.435152911975889031e-04
3.477500000000000036e+00	3.434908252814467032e-04
3.478499999999999925e+00	3.434663593653045034e-04
3.479499999999999815e+00	3.434415388706675370e-04
3.480500000000000149e+00	3.434170729545253371e-04
3.481500000000000039e+00	3.433926070383831373e-04
3.482499999999999929e+00	3.433681411222409916e-04
3.483499999999999819e+00	3.433436752060987918e-04
3.484500000000000153e+00	3.433192092899565919e-04
3.485500000000000043e+00	3.432947433738144463e-04
3.486499999999999932e+00	3.432702774576722464e-04
