# Energy	Flux
# keV	photon/(cm**2*s*keV*arcmin**2)
 2.5515  2.9980e-4
 2.5525  2.9980e-4
 2.5535  2.9980e-4
 2.5545  2.9980e-4
 2.5555  2.9980e-4
 2.5565  2.9980e-4
 2.5575  2.9980e-4
 2.5585  2.9980e-4
 2.5595  2.9980e-4
 2.5605  2.9980e-4
 2.5615  2.9980e-4
 2.5625  2.9980e-4
 2.5635  2.9980e-4
 2.5645  2.9980e-4
 2.5655  2.9980e-4
 2.5665  2.9980e-4
 2.5675  2.9980e-4
 2.5685  2.9980e-4
 2.5695  2.9980e-4
 2.5705  2.9980e-4
 2.5715  2.9980e-4
 2.5725  2.9980e-4
 2.5735  2.9980e-4
 2.5745  2.9980e-4
 2.5755  2.9980e-4
 2.5765  2.9980e-4
 2.5775  2.9980e-4
 2.5785  2.9980e-4
 2.5795  2.9980e-4
 2.5805  2.9980e-4
 2.5815  2.9980e-4
 2.5825  2.9980e-4
 2.5835  2.9980e-4
 2.5845  2.9980e-4
 2.5855  2.9980e-4
 2.5865  2.9980e-4
 2.5875  2.9980e-4
 2.5885  2.9980e-4
 2.5895  2.9980e-4
 2.5905  2.9980e-4
 2.5915  2.9980e-4
 2.5925  2.9980e-4
 2.5935  2.9980e-4
 2.5945  2.9980e-4
 2.5955  2.9980e-4
 2.5965  2.9980e-4
 2.5975  2.9980e-4
 2.5985  2.9980e-4
 2.5995  2.9980e-4
 2.6005  2.9980e-4
 2.6015  2.9980e-4
 2.6025  2.9980e-4
 2.6035  2.9980e-4
 2.6045  2.9980e-4
 2.6055  2.9980e-4
 2.6065  2.9980e-4
 2.6075  2.9980e-4
 2.6085  2.9980e-4
 2.6095  2.9980e-4
 2.6105  2.9980e-4
 2.6115  2.9980e-4
 2.6125  2.9980e-4
 2.6135  2.9980e-4
 2.6145  2.9980e-4
 2.6155  2.9980e-4
 2.6165  2.9980e-4
 2.6175  2.9980e-4
 2.6185  2.9980e-4
 2.6195  2.9980e-4
 2.6205  2.9980e-4
 2.6215  2.9980e-4
 2.6225  2.9980e-4
 2.6235  2.9980e-4
 2.6245  2.9980e-4
 2.6255  2.9980e-4
 2.6265  2.9980e-4
 2.6275  2.9980e-4
 2.6285  2.9980e-4
 2.6295  2.9980e-4
 2.6305  2.9980e-4
 2.6315  2.9980e-4
 2.6325  2.9980e-4
 2.6335  2.9980e-4
 2.6345  2.9980e-4
 2.6355  2.9980e-4
 2.6365  2.9980e-4
 2.6375  2.9980e-4
 2.6385  2.9980e-4
 2.6395  2.9980e-4
 2.6405  2.9980e-4
 2.6415  2.9980e-4
 2.6425  2.9980e-4
 2.6435  2.9980e-4
 2.6445  2.9980e-4
 2.6455  2.9980e-4
 2.6465  2.9980e-4
 2.6475  2.9980e-4
 2.6485  2.9980e-4
 2.6495  2.9980e-4
 2.6505  2.9980e-4
 2.6515  2.9980e-4
 2.6525  2.9980e-4
 2.6535  2.9980e-4
 2.6545  2.9980e-4
 2.6555  2.9980e-4
 2.6565  2.9980e-4
 2.6575  2.9980e-4
 2.6585  2.9980e-4
 2.6595  2.9980e-4
 2.6605  2.9980e-4
 2.6615  2.9980e-4
 2.6625  2.9980e-4
 2.6635  2.9980e-4
 2.6645  2.9980e-4
 2.6655  2.9980e-4
 2.6665  2.9980e-4
 2.6675  2.9980e-4
 2.6685  2.9980e-4
 2.6695  2.9980e-4
 2.6705  2.9980e-4
 2.6715  2.9980e-4
 2.6725  2.9980e-4
 2.6735  2.9980e-4
 2.6745  2.9980e-4
 2.6755  2.9980e-4
 2.6765  2.9980e-4
 2.6775  2.9980e-4
 2.6785  2.9980e-4
 2.6795  2.9980e-4
 2.6805  2.9980e-4
 2.6815  2.9980e-4
 2.6825  2.9980e-4
 2.6835  2.9980e-4
 2.6845  2.9980e-4
 2.6855  2.9980e-4
 2.6865  2.9980e-4
 2.6875  2.9980e-4
 2.6885  2.9980e-4
 2.6895  2.9980e-4
 2.6905  2.9980e-4
 2.6915  2.9980e-4
 2.6925  2.9980e-4
 2.6935  2.9980e-4
 2.6945  2.9980e-4
 2.6955  2.9980e-4
 2.6965  2.9980e-4
 2.6975  2.9980e-4
 2.6985  2.9980e-4
 2.6995  2.9980e-4
 2.7005  2.9980e-4
 2.7015  2.9980e-4
 2.7025  2.9980e-4
 2.7035  2.9980e-4
 2.7045  2.9980e-4
 2.7055  2.9980e-4
 2.7065  2.9980e-4
 2.7075  2.9980e-4
 2.7085  2.9980e-4
 2.7095  2.9980e-4
 2.7105  2.9980e-4
 2.7115  2.9980e-4
 2.7125  2.9980e-4
 2.7135  2.9980e-4
 2.7145  2.9980e-4
 2.7155  2.9980e-4
 2.7165  2.9980e-4
 2.7175  2.9980e-4
 2.7185  2.9980e-4
 2.7195  2.9980e-4
 2.7205  2.9980e-4
 2.7215  2.9980e-4
 2.7225  2.9980e-4
 2.7235  2.9980e-4
 2.7245  2.9980e-4
 2.7255  2.9980e-4
 2.7265  2.9980e-4
 2.7275  2.9980e-4
 2.7285  2.9980e-4
 2.7295  2.9980e-4
 2.7305  2.9980e-4
 2.7315  2.9980e-4
 2.7325  2.9980e-4
 2.7335  2.9980e-4
 2.7345  2.9980e-4
 2.7355  2.9980e-4
 2.7365  2.9980e-4
 2.7375  2.9980e-4
 2.7385  2.9980e-4
 2.7395  2.9980e-4
 2.7405  2.9980e-4
 2.7415  2.9980e-4
 2.7425  2.9980e-4
 2.7435  2.9980e-4
 2.7445  2.9980e-4
 2.7455  2.9980e-4
 2.7465  2.9980e-4
 2.7475  2.9980e-4
 2.7485  2.9980e-4
 2.7495  2.9980e-4
 2.7505  2.9980e-4
 2.7515  2.9980e-4
 2.7525  2.9980e-4
 2.7535  2.9980e-4
 2.7545  2.9980e-4
 2.7555  2.9980e-4
 2.7565  2.9980e-4
 2.7575  2.9980e-4
 2.7585  2.9980e-4
 2.7595  2.9980e-4
 2.7605  2.9980e-4
 2.7615  2.9980e-4
 2.7625  2.9980e-4
 2.7635  2.9980e-4
 2.7645  2.9980e-4
 2.7655  2.9980e-4
 2.7665  2.9980e-4
 2.7675  2.9980e-4
 2.7685  2.9980e-4
 2.7695  2.9980e-4
 2.7705  2.9980e-4
 2.7715  2.9980e-4
 2.7725  2.9980e-4
 2.7735  2.9980e-4
 2.7745  2.9980e-4
 2.7755  2.9980e-4
 2.7765  2.9980e-4
 2.7775  2.9980e-4
 2.7785  2.9980e-4
 2.7795  2.9980e-4
 2.7805  2.9980e-4
 2.7815  2.9980e-4
 2.7825  2.9980e-4
 2.7835  2.9980e-4
 2.7845  2.9980e-4
 2.7855  2.9980e-4
 2.7865  2.9980e-4
 2.7875  2.9980e-4
 2.7885  2.9980e-4
 2.7895  2.9980e-4
 2.7905  2.9980e-4
 2.7915  2.9980e-4
 2.7925  2.9980e-4
 2.7935  2.9980e-4
 2.7945  2.9980e-4
 2.7955  2.9980e-4
 2.7965  2.9980e-4
 2.7975  2.9980e-4
 2.7985  2.9980e-4
 2.7995  2.9980e-4
 2.8005  2.9980e-4
 2.8015  2.9980e-4
 2.8025  2.9980e-4
 2.8035  2.9980e-4
 2.8045  2.9980e-4
 2.8055  2.9980e-4
 2.8065  2.9980e-4
 2.8075  2.9980e-4
 2.8085  2.9980e-4
 2.8095  2.9980e-4
 2.8105  2.9980e-4
 2.8115  2.9980e-4
 2.8125  2.9980e-4
 2.8135  2.9980e-4
 2.8145  2.9980e-4
 2.8155  2.9980e-4
 2.8165  2.9980e-4
 2.8175  2.9980e-4
 2.8185  2.9980e-4
 2.8195  2.9980e-4
 2.8205  2.9980e-4
 2.8215  2.9980e-4
 2.8225  2.9980e-4
 2.8235  2.9980e-4
 2.8245  2.9980e-4
 2.8255  2.9980e-4
 2.8265  2.9980e-4
 2.8275  2.9980e-4
 2.8285  2.9980e-4
 2.8295  2.9980e-4
 2.8305  2.9980e-4
 2.8315  2.9980e-4
 2.8325  2.9980e-4
 2.8335  2.9980e-4
 2.8345  2.9980e-4
 2.8355  2.9980e-4
 2.8365  2.9980e-4
 2.8375  2.9980e-4
 2.8385  2.9980e-4
 2.8395  2.9980e-4
 2.8405  2.9980e-4
 2.8415  2.9980e-4
 2.8425  2.9980e-4
 2.8435  2.9980e-4
 2.8445  2.9980e-4
 2.8455  2.9980e-4
 2.8465  2.9980e-4
 2.8475  2.9980e-4
 2.8485  2.9980e-4
 2.8495  2.9980e-4
 2.8505  2.9980e-4
 2.8515  2.9980e-4
 2.8525  2.9980e-4
 2.8535  2.9980e-4
 2.8545  2.9980e-4
 2.8555  2.9980e-4
 2.8565  2.9980e-4
 2.8575  2.9980e-4
 2.8585  2.9980e-4
 2.8595  2.9980e-4
 2.8605  2.9980e-4
 2.8615  2.9980e-4
 2.8625  2.9980e-4
 2.8635  2.9980e-4
 2.8645  2.9980e-4
 2.8655  2.9980e-4
 2.8665  2.9980e-4
 2.8675  2.9980e-4
 2.8685  2.9980e-4
 2.8695  2.9980e-4
 2.8705  2.9980e-4
 2.8715  2.9980e-4
 2.8725  2.9980e-4
 2.8735  2.9980e-4
 2.8745  2.9980e-4
 2.8755  2.9980e-4
 2.8765  2.9980e-4
 2.8775  2.9980e-4
 2.8785  2.9980e-4
 2.8795  2.9980e-4
 2.8805  2.9980e-4
 2.8815  2.9980e-4
 2.8825  2.9980e-4
 2.8835  2.9980e-4
 2.8845  2.9980e-4
 2.8855  2.9980e-4
 2.8865  2.9980e-4
 2.8875  2.9980e-4
 2.8885  2.9980e-4
 2.8895  2.9980e-4
 2.8905  2.9980e-4
 2.8915  2.9980e-4
 2.8925  2.9980e-4
 2.8935  2.9980e-4
 2.8945  2.9980e-4
 2.8955  2.9980e-4
 2.8965  2.9980e-4
 2.8975  2.9980e-4
 2.8985  2.9980e-4
 2.8995  2.9980e-4
 2.9005  2.9980e-4
 2.9015  2.9980e-4
 2.9025  2.9980e-4
 2.9035  2.9980e-4
 2.9045  2.9980e-4
 2.9055  2.9980e-4
 2.9065  2.9980e-4
 2.9075  2.9980e-4
 2.9085  2.9980e-4
 2.9095  2.9980e-4
 2.9105  2.9980e-4
 2.9115  2.9980e-4
 2.9125  2.9980e-4
 2.9135  2.9980e-4
 2.9145  2.9980e-4
 2.9155  2.9980e-4
 2.9165  2.9980e-4
 2.9175  2.9980e-4
 2.9185  2.9980e-4
 2.9195  2.9980e-4
 2.9205  2.9980e-4
 2.9215  2.9980e-4
 2.9225  2.9980e-4
 2.9235  2.9980e-4
 2.9245  2.9980e-4
 2.9255  2.9980e-4
 2.9265  2.9980e-4
 2.9275  2.9980e-4
 2.9285  2.9980e-4
 2.9295  2.9980e-4
 2.9305  2.9980e-4
 2.9315  2.9980e-4
 2.9325  2.9980e-4
 2.9335  2.9980e-4
 2.9345  2.9980e-4
 2.9355  2.9980e-4
 2.9365  2.9980e-4
 2.9375  2.9980e-4
 2.9385  2.9980e-4
 2.9395  2.9980e-4
 2.9405  2.9980e-4
 2.9415  2.9980e-4
 2.9425  2.9980e-4
 2.9435  2.9980e-4
 2.9445  2.9980e-4
 2.9455  2.9980e-4
 2.9465  2.9980e-4
 2.9475  2.9980e-4
 2.9485  2.9980e-4
 2.9495  2.9980e-4
 2.9505  2.9980e-4
 2.9515  2.9980e-4
 2.9525  2.9980e-4
 2.9535  2.9980e-4
 2.9545  2.9980e-4
 2.9555  2.9980e-4
 2.9565  2.9980e-4
 2.9575  2.9980e-4
 2.9585  2.9980e-4
 2.9595  2.9980e-4
 2.9605  2.9980e-4
 2.9615  2.9980e-4
 2.9625  2.9980e-4
 2.9635  2.9980e-4
 2.9645  2.9980e-4
 2.9655  2.9980e-4
 2.9665  2.9980e-4
 2.9675  2.9980e-4
 2.9685  2.9980e-4
 2.9695  2.9980e-4
 2.9705  2.9980e-4
 2.9715  2.9980e-4
 2.9725  2.9980e-4
 2.9735  2.9980e-4
 2.9745  2.9980e-4
 2.9755  2.9980e-4
 2.9765  2.9980e-4
 2.9775  2.9980e-4
 2.9785  2.9980e-4
 2.9795  2.9980e-4
 2.9805  2.9980e-4
 2.9815  2.9980e-4
 2.9825  2.9980e-4
 2.9835  2.9980e-4
 2.9845  2.9980e-4
 2.9855  2.9980e-4
 2.9865  2.9980e-4
 2.9875  2.9980e-4
 2.9885  2.9980e-4
 2.9895  2.9980e-4
 2.9905  2.9980e-4
 2.9915  2.9980e-4
 2.9925  2.9980e-4
 2.9935  2.9980e-4
 2.9945  2.9980e-4
 2.9955  2.9980e-4
 2.9965  2.9980e-4
 2.9975  2.9980e-4
 2.9985  2.9980e-4
 2.9995  2.9980e-4
 3.0005  2.9980e-4
 3.0015  2.9980e-4
 3.0025  2.9980e-4
 3.0035  2.9980e-4
 3.0045  2.9980e-4
 3.0055  2.9980e-4
 3.0065  2.9980e-4
 3.0075  2.9980e-4
 3.0085  2.9980e-4
 3.0095  2.9980e-4
 3.0105  2.9980e-4
 3.0115  2.9980e-4
 3.0125  2.9980e-4
 3.0135  2.9980e-4
 3.0145  2.9980e-4
 3.0155  2.9980e-4
 3.0165  2.9980e-4
 3.0175  2.9980e-4
 3.0185  2.9980e-4
 3.0195  2.9980e-4
 3.0205  2.9980e-4
 3.0215  2.9980e-4
 3.0225  2.9980e-4
 3.0235  2.9980e-4
 3.0245  2.9980e-4
 3.0255  2.9980e-4
 3.0265  2.9980e-4
 3.0275  2.9980e-4
 3.0285  2.9980e-4
 3.0295  2.9980e-4
 3.0305  2.9980e-4
 3.0315  2.9980e-4
 3.0325  2.9980e-4
 3.0335  2.9980e-4
 3.0345  2.9980e-4
 3.0355  2.9980e-4
 3.0365  2.9980e-4
 3.0375  2.9980e-4
 3.0385  2.9980e-4
 3.0395  2.9980e-4
 3.0405  2.9980e-4
 3.0415  2.9980e-4
 3.0425  2.9980e-4
 3.0435  2.9980e-4
 3.0445  2.9980e-4
 3.0455  2.9980e-4
 3.0465  2.9980e-4
 3.0475  2.9980e-4
 3.0485  2.9980e-4
 3.0495  2.9980e-4
 3.0505  2.9980e-4
 3.0515  2.9980e-4
 3.0525  2.9980e-4
 3.0535  2.9980e-4
 3.0545  2.9980e-4
 3.0555  2.9980e-4
 3.0565  2.9980e-4
 3.0575  2.9980e-4
 3.0585  2.9980e-4
 3.0595  2.9980e-4
 3.0605  2.9980e-4
 3.0615  2.9980e-4
 3.0625  2.9980e-4
 3.0635  2.9980e-4
 3.0645  2.9980e-4
 3.0655  2.9980e-4
 3.0665  2.9980e-4
 3.0675  2.9980e-4
 3.0685  2.9980e-4
 3.0695  2.9980e-4
 3.0705  2.9980e-4
 3.0715  2.9980e-4
 3.0725  2.9980e-4
 3.0735  2.9980e-4
 3.0745  2.9980e-4
 3.0755  2.9980e-4
 3.0765  2.9980e-4
 3.0775  2.9980e-4
 3.0785  2.9980e-4
 3.0795  2.9980e-4
 3.0805  2.9980e-4
 3.0815  2.9980e-4
 3.0825  2.9980e-4
 3.0835  2.9980e-4
 3.0845  2.9980e-4
 3.0855  2.9980e-4
 3.0865  2.9980e-4
 3.0875  2.9980e-4
 3.0885  2.9980e-4
 3.0895  2.9980e-4
 3.0905  2.9980e-4
 3.0915  2.9980e-4
 3.0925  2.9980e-4
 3.0935  2.9980e-4
 3.0945  2.9980e-4
 3.0955  2.9980e-4
 3.0965  2.9980e-4
 3.0975  2.9980e-4
 3.0985  2.9980e-4
 3.0995  2.9980e-4
 3.1005  2.9980e-4
 3.1015  2.9980e-4
 3.1025  2.9980e-4
 3.1035  2.9980e-4
 3.1045  2.9980e-4
 3.1055  2.9980e-4
 3.1065  2.9980e-4
 3.1075  2.9980e-4
 3.1085  2.9980e-4
 3.1095  2.9980e-4
 3.1105  2.9980e-4
 3.1115  2.9980e-4
 3.1125  2.9980e-4
 3.1135  2.9980e-4
 3.1145  2.9980e-4
 3.1155  2.9980e-4
 3.1165  2.9980e-4
 3.1175  2.9980e-4
 3.1185  2.9980e-4
 3.1195  2.9980e-4
 3.1205  2.9980e-4
 3.1215  2.9980e-4
 3.1225  2.9980e-4
 3.1235  2.9980e-4
 3.1245  2.9980e-4
 3.1255  2.9980e-4
 3.1265  2.9980e-4
 3.1275  2.9980e-4
 3.1285  2.9980e-4
 3.1295  2.9980e-4
 3.1305  2.9980e-4
 3.1315  2.9980e-4
 3.1325  2.9980e-4
 3.1335  2.9980e-4
 3.1345  2.9980e-4
 3.1355  2.9980e-4
 3.1365  2.9980e-4
 3.1375  2.9980e-4
 3.1385  2.9980e-4
 3.1395  2.9980e-4
 3.1405  2.9980e-4
 3.1415  2.9980e-4
 3.1425  2.9980e-4
 3.1435  2.9980e-4
 3.1445  2.9980e-4
 3.1455  2.9980e-4
 3.1465  2.9980e-4
 3.1475  2.9980e-4
 3.1485  2.9980e-4
 3.1495  2.9980e-4
 3.1505  2.9980e-4
 3.1515  2.9980e-4
 3.1525  2.9980e-4
 3.1535  2.9980e-4
 3.1545  2.9980e-4
 3.1555  2.9980e-4
 3.1565  2.9980e-4
 3.1575  2.9980e-4
 3.1585  2.9980e-4
 3.1595  2.9980e-4
 3.1605  2.9980e-4
 3.1615  2.9980e-4
 3.1625  2.9980e-4
 3.1635  2.9980e-4
 3.1645  2.9980e-4
 3.1655  2.9980e-4
 3.1665  2.9980e-4
 3.1675  2.9980e-4
 3.1685  2.9980e-4
 3.1695  2.9980e-4
 3.1705  2.9980e-4
 3.1715  2.9980e-4
 3.1725  2.9980e-4
 3.1735  2.9980e-4
 3.1745  2.9980e-4
 3.1755  2.9980e-4
 3.1765  2.9980e-4
 3.1775  2.9980e-4
 3.1785  2.9980e-4
 3.1795  2.9980e-4
 3.1805  2.9980e-4
 3.1815  2.9980e-4
 3.1825  2.9980e-4
 3.1835  2.9980e-4
 3.1845  2.9980e-4
 3.1855  2.9980e-4
 3.1865  2.9980e-4
 3.1875  2.9980e-4
 3.1885  2.9980e-4
 3.1895  2.9980e-4
 3.1905  2.9980e-4
 3.1915  2.9980e-4
 3.1925  2.9980e-4
 3.1935  2.9980e-4
 3.1945  2.9980e-4
 3.1955  2.9980e-4
 3.1965  2.9980e-4
 3.1975  2.9980e-4
 3.1985  2.9980e-4
 3.1995  2.9980e-4
 3.2005  2.9980e-4
 3.2015  2.9980e-4
 3.2025  2.9980e-4
 3.2035  2.9980e-4
 3.2045  2.9980e-4
 3.2055  2.9980e-4
 3.2065  2.9980e-4
 3.2075  2.9980e-4
 3.2085  2.9980e-4
 3.2095  2.9980e-4
 3.2105  2.9980e-4
 3.2115  2.9980e-4
 3.2125  2.9980e-4
 3.2135  2.9980e-4
 3.2145  2.9980e-4
 3.2155  2.9980e-4
 3.2165  2.9980e-4
 3.2175  2.9980e-4
 3.2185  2.9980e-4
 3.2195  2.9980e-4
 3.2205  2.9980e-4
 3.2215  2.9980e-4
 3.2225  2.9980e-4
 3.2235  2.9980e-4
 3.2245  2.9980e-4
 3.2255  2.9980e-4
 3.2265  2.9980e-4
 3.2275  2.9980e-4
 3.2285  2.9980e-4
 3.2295  2.9980e-4
 3.2305  2.9980e-4
 3.2315  2.9980e-4
 3.2325  2.9980e-4
 3.2335  2.9980e-4
 3.2345  2.9980e-4
 3.2355  2.9980e-4
 3.2365  2.9980e-4
 3.2375  2.9980e-4
 3.2385  2.9980e-4
 3.2395  2.9980e-4
 3.2405  2.9980e-4
 3.2415  2.9980e-4
 3.2425  2.9980e-4
 3.2435  2.9980e-4
 3.2445  2.9980e-4
 3.2455  2.9980e-4
 3.2465  2.9980e-4
 3.2475  2.9980e-4
 3.2485  2.9980e-4
 3.2495  2.9980e-4
 3.2505  2.9980e-4
 3.2515  2.9980e-4
 3.2525  2.9980e-4
 3.2535  2.9980e-4
 3.2545  2.9980e-4
 3.2555  2.9980e-4
 3.2565  2.9980e-4
 3.2575  2.9980e-4
 3.2585  2.9980e-4
 3.2595  2.9980e-4
 3.2605  2.9980e-4
 3.2615  2.9980e-4
 3.2625  2.9980e-4
 3.2635  2.9980e-4
 3.2645  2.9980e-4
 3.2655  2.9980e-4
 3.2665  2.9980e-4
 3.2675  2.9980e-4
 3.2685  2.9980e-4
 3.2695  2.9980e-4
 3.2705  2.9980e-4
 3.2715  2.9980e-4
 3.2725  2.9980e-4
 3.2735  2.9980e-4
 3.2745  2.9980e-4
 3.2755  2.9980e-4
 3.2765  2.9980e-4
 3.2775  2.9980e-4
 3.2785  2.9980e-4
 3.2795  2.9980e-4
 3.2805  2.9980e-4
 3.2815  2.9980e-4
 3.2825  2.9980e-4
 3.2835  2.9980e-4
 3.2845  2.9980e-4
 3.2855  2.9980e-4
 3.2865  2.9980e-4
 3.2875  2.9980e-4
 3.2885  2.9980e-4
 3.2895  2.9980e-4
 3.2905  2.9980e-4
 3.2915  2.9980e-4
 3.2925  2.9980e-4
 3.2935  2.9980e-4
 3.2945  2.9980e-4
 3.2955  2.9980e-4
 3.2965  2.9980e-4
 3.2975  2.9980e-4
 3.2985  2.9980e-4
 3.2995  2.9980e-4
 3.3005  2.9980e-4
 3.3015  2.9980e-4
 3.3025  2.9980e-4
 3.3035  2.9980e-4
 3.3045  2.9980e-4
 3.3055  2.9980e-4
 3.3065  2.9980e-4
 3.3075  2.9980e-4
 3.3085  2.9980e-4
 3.3095  2.9980e-4
 3.3105  2.9980e-4
 3.3115  2.9980e-4
 3.3125  2.9980e-4
 3.3135  2.9980e-4
 3.3145  2.9980e-4
 3.3155  2.9980e-4
 3.3165  2.9980e-4
 3.3175  2.9980e-4
 3.3185  2.9980e-4
 3.3195  2.9980e-4
 3.3205  2.9980e-4
 3.3215  2.9980e-4
 3.3225  2.9980e-4
 3.3235  2.9980e-4
 3.3245  2.9980e-4
 3.3255  2.9980e-4
 3.3265  2.9980e-4
 3.3275  2.9980e-4
 3.3285  2.9980e-4
 3.3295  2.9980e-4
 3.3305  2.9980e-4
 3.3315  2.9980e-4
 3.3325  2.9980e-4
 3.3335  2.9980e-4
 3.3345  2.9980e-4
 3.3355  2.9980e-4
 3.3365  2.9980e-4
 3.3375  2.9980e-4
 3.3385  2.9980e-4
 3.3395  2.9980e-4
 3.3405  2.9980e-4
 3.3415  2.9980e-4
 3.3425  2.9980e-4
 3.3435  2.9980e-4
 3.3445  2.9980e-4
 3.3455  2.9980e-4
 3.3465  2.9980e-4
 3.3475  2.9980e-4
 3.3485  2.9980e-4
 3.3495  2.9980e-4
 3.3505  2.9980e-4
 3.3515  2.9980e-4
 3.3525  2.9980e-4
 3.3535  2.9980e-4
 3.3545  2.9980e-4
 3.3555  2.9980e-4
 3.3565  2.9980e-4
 3.3575  2.9980e-4
 3.3585  2.9980e-4
 3.3595  2.9980e-4
 3.3605  2.9980e-4
 3.3615  2.9980e-4
 3.3625  2.9980e-4
 3.3635  2.9980e-4
 3.3645  2.9980e-4
 3.3655  2.9980e-4
 3.3665  2.9980e-4
 3.3675  2.9980e-4
 3.3685  2.9980e-4
 3.3695  2.9980e-4
 3.3705  2.9980e-4
 3.3715  2.9980e-4
 3.3725  2.9980e-4
 3.3735  2.9980e-4
 3.3745  2.9980e-4
 3.3755  2.9980e-4
 3.3765  2.9980e-4
 3.3775  2.9980e-4
 3.3785  2.9980e-4
 3.3795  2.9980e-4
 3.3805  2.9980e-4
 3.3815  2.9980e-4
 3.3825  2.9980e-4
 3.3835  2.9980e-4
 3.3845  2.9980e-4
 3.3855  2.9980e-4
 3.3865  2.9980e-4
 3.3875  2.9980e-4
 3.3885  2.9980e-4
 3.3895  2.9980e-4
 3.3905  2.9980e-4
 3.3915  2.9980e-4
 3.3925  2.9980e-4
 3.3935  2.9980e-4
 3.3945  2.9980e-4
 3.3955  2.9980e-4
 3.3965  2.9980e-4
 3.3975  2.9980e-4
 3.3985  2.9980e-4
 3.3995  2.9980e-4
 3.4005  2.9980e-4
 3.4015  2.9980e-4
 3.4025  2.9980e-4
 3.4035  2.9980e-4
 3.4045  2.9980e-4
 3.4055  2.9980e-4
 3.4065  2.9980e-4
 3.4075  2.9980e-4
 3.4085  2.9980e-4
 3.4095  2.9980e-4
 3.4105  2.9980e-4
 3.4115  2.9980e-4
 3.4125  2.9980e-4
 3.4135  2.9980e-4
 3.4145  2.9980e-4
 3.4155  2.9980e-4
 3.4165  2.9980e-4
 3.4175  2.9980e-4
 3.4185  2.9980e-4
 3.4195  2.9980e-4
 3.4205  2.9980e-4
 3.4215  2.9980e-4
 3.4225  2.9980e-4
 3.4235  2.9980e-4
 3.4245  2.9980e-4
 3.4255  2.9980e-4
 3.4265  2.9980e-4
 3.4275  2.9980e-4
 3.4285  2.9980e-4
 3.4295  2.9980e-4
 3.4305  2.9980e-4
 3.4315  2.9980e-4
 3.4325  2.9980e-4
 3.4335  2.9980e-4
 3.4345  2.9980e-4
 3.4355  2.9980e-4
 3.4365  2.9980e-4
 3.4375  2.9980e-4
 3.4385  2.9980e-4
 3.4395  2.9980e-4
 3.4405  2.9980e-4
 3.4415  2.9980e-4
 3.4425  2.9980e-4
 3.4435  2.9980e-4
 3.4445  2.9980e-4
 3.4455  2.9980e-4
 3.4465  2.9980e-4
 3.4475  2.9980e-4
 3.4485  2.9980e-4
 3.4495  2.9980e-4
 3.4505  2.9980e-4
 3.4515  2.9980e-4
 3.4525  2.9980e-4
 3.4535  2.9980e-4
 3.4545  2.9980e-4
 3.4555  2.9980e-4
 3.4565  2.9980e-4
 3.4575  2.9980e-4
 3.4585  2.9980e-4
 3.4595  2.9980e-4
 3.4605  2.9980e-4
 3.4615  2.9980e-4
 3.4625  2.9980e-4
 3.4635  2.9980e-4
 3.4645  2.9980e-4
 3.4655  2.9980e-4
 3.4665  2.9980e-4
 3.4675  2.9980e-4
 3.4685  2.9980e-4
 3.4695  2.9980e-4
 3.4705  2.9980e-4
 3.4715  2.9980e-4
 3.4725  2.9980e-4
 3.4735  2.9980e-4
 3.4745  2.9980e-4
 3.4755  2.9980e-4
 3.4765  2.9980e-4
 3.4775  2.9980e-4
 3.4785  2.9980e-4
 3.4795  2.9980e-4
 3.4805  2.9980e-4
 3.4815  2.9980e-4
 3.4825  2.9980e-4
 3.4835  2.9980e-4
 3.4845  2.9980e-4
 3.4855  2.9980e-4
 3.4865  2.9980e-4
 3.4875  2.9980e-4
 3.4885  2.9980e-4
 3.4895  2.9980e-4
 3.4905  2.9980e-4
 3.4915  2.9980e-4
 3.4925  2.9980e-4
 3.4935  2.9980e-4
 3.4945  2.9980e-4
 3.4955  2.9980e-4
 3.4965  2.9980e-4
 3.4975  2.9980e-4
 3.4985  2.9980e-4
 3.4995  2.9980e-4
 3.5005  2.9980e-4
 3.5015  2.9980e-4
 3.5025  2.9980e-4
 3.5035  2.9980e-4
 3.5045  2.9980e-4
 3.5055  2.9980e-4
 3.5065  2.9980e-4
 3.5075  2.9980e-4
 3.5085  2.9980e-4
 3.5095  2.9980e-4
 3.5105  2.9980e-4
 3.5115  2.9980e-4
 3.5125  2.9980e-4
 3.5135  2.9980e-4
 3.5145  2.9980e-4
 3.5155  2.9980e-4
 3.5165  2.9980e-4
 3.5175  2.9980e-4
 3.5185  2.9980e-4
 3.5195  2.9980e-4
 3.5205  2.9980e-4
 3.5215  2.9980e-4
 3.5225  2.9980e-4
 3.5235  2.9980e-4
 3.5245  2.9980e-4
 3.5255  2.9980e-4
 3.5265  2.9980e-4
 3.5275  2.9980e-4
 3.5285  2.9980e-4
 3.5295  2.9980e-4
 3.5305  2.9980e-4
 3.5315  2.9980e-4
 3.5325  2.9980e-4
 3.5335  2.9980e-4
 3.5345  2.9980e-4
 3.5355  2.9980e-4
 3.5365  2.9980e-4
 3.5375  2.9980e-4
 3.5385  2.9980e-4
 3.5395  2.9980e-4
 3.5405  2.9980e-4
 3.5415  2.9980e-4
 3.5425  2.9980e-4
 3.5435  2.9980e-4
 3.5445  2.9980e-4
 3.5455  2.9980e-4
 3.5465  2.9980e-4
 3.5475  2.9980e-4
