# Energy	Flux
# keV	photon/(cm**2*s*keV*arcmin**2)
 4.9955  2.9980e-4
 4.9965  2.9980e-4
 4.9975  2.9980e-4
 4.9985  2.9980e-4
 4.9995  2.9980e-4
 5.0005  2.9980e-4
 5.0015  2.9980e-4
 5.0025  2.9980e-4
 5.0035  2.9980e-4
 5.0045  2.9980e-4
 5.0055  2.9980e-4
 5.0065  2.9980e-4
 5.0075  2.9980e-4
 5.0085  2.9980e-4
 5.0095  2.9980e-4
 5.0105  2.9980e-4
 5.0115  2.9980e-4
 5.0125  2.9980e-4
 5.0135  2.9980e-4
 5.0145  2.9980e-4
 5.0155  2.9980e-4
 5.0165  2.9980e-4
 5.0175  2.9980e-4
 5.0185  2.9980e-4
 5.0195  2.9980e-4
 5.0205  2.9980e-4
 5.0215  2.9980e-4
 5.0225  2.9980e-4
 5.0235  2.9980e-4
 5.0245  2.9980e-4
 5.0255  2.9980e-4
 5.0265  2.9980e-4
 5.0275  2.9980e-4
 5.0285  2.9980e-4
 5.0295  2.9980e-4
 5.0305  2.9980e-4
 5.0315  2.9980e-4
 5.0325  2.9980e-4
 5.0335  2.9980e-4
 5.0345  2.9980e-4
 5.0355  2.9980e-4
 5.0365  2.9980e-4
 5.0375  2.9980e-4
 5.0385  2.9980e-4
 5.0395  2.9980e-4
 5.0405  2.9980e-4
 5.0415  2.9980e-4
 5.0425  2.9980e-4
 5.0435  2.9980e-4
 5.0445  2.9980e-4
 5.0455  2.9980e-4
 5.0465  2.9980e-4
 5.0475  2.9980e-4
 5.0485  2.9980e-4
 5.0495  2.9980e-4
 5.0505  2.9980e-4
 5.0515  2.9980e-4
 5.0525  2.9980e-4
 5.0535  2.9980e-4
 5.0545  2.9980e-4
 5.0555  2.9980e-4
 5.0565  2.9980e-4
 5.0575  2.9980e-4
 5.0585  2.9980e-4
 5.0595  2.9980e-4
 5.0605  2.9980e-4
 5.0615  2.9980e-4
 5.0625  2.9980e-4
 5.0635  2.9980e-4
 5.0645  2.9980e-4
 5.0655  2.9980e-4
 5.0665  2.9980e-4
 5.0675  2.9980e-4
 5.0685  2.9980e-4
 5.0695  2.9980e-4
 5.0705  2.9980e-4
 5.0715  2.9980e-4
 5.0725  2.9980e-4
 5.0735  2.9980e-4
 5.0745  2.9980e-4
 5.0755  2.9980e-4
 5.0765  2.9980e-4
 5.0775  2.9980e-4
 5.0785  2.9980e-4
 5.0795  2.9980e-4
 5.0805  2.9980e-4
 5.0815  2.9980e-4
 5.0825  2.9980e-4
 5.0835  2.9980e-4
 5.0845  2.9980e-4
 5.0855  2.9980e-4
 5.0865  2.9980e-4
 5.0875  2.9980e-4
 5.0885  2.9980e-4
 5.0895  2.9980e-4
 5.0905  2.9980e-4
 5.0915  2.9980e-4
 5.0925  2.9980e-4
 5.0935  2.9980e-4
 5.0945  2.9980e-4
 5.0955  2.9980e-4
 5.0965  2.9980e-4
 5.0975  2.9980e-4
 5.0985  2.9980e-4
 5.0995  2.9980e-4
 5.1005  2.9980e-4
 5.1015  2.9980e-4
 5.1025  2.9980e-4
 5.1035  2.9980e-4
 5.1045  2.9980e-4
 5.1055  2.9980e-4
 5.1065  2.9980e-4
 5.1075  2.9980e-4
 5.1085  2.9980e-4
 5.1095  2.9980e-4
 5.1105  2.9980e-4
 5.1115  2.9980e-4
 5.1125  2.9980e-4
 5.1135  2.9980e-4
 5.1145  2.9980e-4
 5.1155  2.9980e-4
 5.1165  2.9980e-4
 5.1175  2.9980e-4
 5.1185  2.9980e-4
 5.1195  2.9980e-4
 5.1205  2.9980e-4
 5.1215  2.9980e-4
 5.1225  2.9980e-4
 5.1235  2.9980e-4
 5.1245  2.9980e-4
 5.1255  2.9980e-4
 5.1265  2.9980e-4
 5.1275  2.9980e-4
 5.1285  2.9980e-4
 5.1295  2.9980e-4
 5.1305  2.9980e-4
 5.1315  2.9980e-4
 5.1325  2.9980e-4
 5.1335  2.9980e-4
 5.1345  2.9980e-4
 5.1355  2.9980e-4
 5.1365  2.9980e-4
 5.1375  2.9980e-4
 5.1385  2.9980e-4
 5.1395  2.9980e-4
 5.1405  2.9980e-4
 5.1415  2.9980e-4
 5.1425  2.9980e-4
 5.1435  2.9980e-4
 5.1445  2.9980e-4
 5.1455  2.9980e-4
 5.1465  2.9980e-4
 5.1475  2.9980e-4
 5.1485  2.9980e-4
 5.1495  2.9980e-4
 5.1505  2.9980e-4
 5.1515  2.9980e-4
 5.1525  2.9980e-4
 5.1535  2.9980e-4
 5.1545  2.9980e-4
 5.1555  2.9980e-4
 5.1565  2.9980e-4
 5.1575  2.9980e-4
 5.1585  2.9980e-4
 5.1595  2.9980e-4
 5.1605  2.9980e-4
 5.1615  2.9980e-4
 5.1625  2.9980e-4
 5.1635  2.9980e-4
 5.1645  2.9980e-4
 5.1655  2.9980e-4
 5.1665  2.9980e-4
 5.1675  2.9980e-4
 5.1685  2.9980e-4
 5.1695  2.9980e-4
 5.1705  2.9980e-4
 5.1715  2.9980e-4
 5.1725  2.9980e-4
 5.1735  2.9980e-4
 5.1745  2.9980e-4
 5.1755  2.9980e-4
 5.1765  2.9980e-4
 5.1775  2.9980e-4
 5.1785  2.9980e-4
 5.1795  2.9980e-4
 5.1805  2.9980e-4
 5.1815  2.9980e-4
 5.1825  2.9980e-4
 5.1835  2.9980e-4
 5.1845  2.9980e-4
 5.1855  2.9980e-4
 5.1865  2.9980e-4
 5.1875  2.9980e-4
 5.1885  2.9980e-4
 5.1895  2.9980e-4
 5.1905  2.9980e-4
 5.1915  2.9980e-4
 5.1925  2.9980e-4
 5.1935  2.9980e-4
 5.1945  2.9980e-4
 5.1955  2.9980e-4
 5.1965  2.9980e-4
 5.1975  2.9980e-4
 5.1985  2.9980e-4
 5.1995  2.9980e-4
 5.2005  2.9980e-4
 5.2015  2.9980e-4
 5.2025  2.9980e-4
 5.2035  2.9980e-4
 5.2045  2.9980e-4
 5.2055  2.9980e-4
 5.2065  2.9980e-4
 5.2075  2.9980e-4
 5.2085  2.9980e-4
 5.2095  2.9980e-4
 5.2105  2.9980e-4
 5.2115  2.9980e-4
 5.2125  2.9980e-4
 5.2135  2.9980e-4
 5.2145  2.9980e-4
 5.2155  2.9980e-4
 5.2165  2.9980e-4
 5.2175  2.9980e-4
 5.2185  2.9980e-4
 5.2195  2.9980e-4
 5.2205  2.9980e-4
 5.2215  2.9980e-4
 5.2225  2.9980e-4
 5.2235  2.9980e-4
 5.2245  2.9980e-4
 5.2255  2.9980e-4
 5.2265  2.9980e-4
 5.2275  2.9980e-4
 5.2285  2.9980e-4
 5.2295  2.9980e-4
 5.2305  2.9980e-4
 5.2315  2.9980e-4
 5.2325  2.9980e-4
 5.2335  2.9980e-4
 5.2345  2.9980e-4
 5.2355  2.9980e-4
 5.2365  2.9980e-4
 5.2375  2.9980e-4
 5.2385  2.9980e-4
 5.2395  2.9980e-4
 5.2405  2.9980e-4
 5.2415  2.9980e-4
 5.2425  2.9980e-4
 5.2435  2.9980e-4
 5.2445  2.9980e-4
 5.2455  2.9980e-4
 5.2465  2.9980e-4
 5.2475  2.9980e-4
 5.2485  2.9980e-4
 5.2495  2.9980e-4
 5.2505  2.9980e-4
 5.2515  2.9980e-4
 5.2525  2.9980e-4
 5.2535  2.9980e-4
 5.2545  2.9980e-4
 5.2555  2.9980e-4
 5.2565  2.9980e-4
 5.2575  2.9980e-4
 5.2585  2.9980e-4
 5.2595  2.9980e-4
 5.2605  2.9980e-4
 5.2615  2.9980e-4
 5.2625  2.9980e-4
 5.2635  2.9980e-4
 5.2645  2.9980e-4
 5.2655  2.9980e-4
 5.2665  2.9980e-4
 5.2675  2.9980e-4
 5.2685  2.9980e-4
 5.2695  2.9980e-4
 5.2705  2.9980e-4
 5.2715  2.9980e-4
 5.2725  2.9980e-4
 5.2735  2.9980e-4
 5.2745  2.9980e-4
 5.2755  2.9980e-4
 5.2765  2.9980e-4
 5.2775  2.9980e-4
 5.2785  2.9980e-4
 5.2795  2.9980e-4
 5.2805  2.9980e-4
 5.2815  2.9980e-4
 5.2825  2.9980e-4
 5.2835  2.9980e-4
 5.2845  2.9980e-4
 5.2855  2.9980e-4
 5.2865  2.9980e-4
 5.2875  2.9980e-4
 5.2885  2.9980e-4
 5.2895  2.9980e-4
 5.2905  2.9980e-4
 5.2915  2.9980e-4
 5.2925  2.9980e-4
 5.2935  2.9980e-4
 5.2945  2.9980e-4
 5.2955  2.9980e-4
 5.2965  2.9980e-4
 5.2975  2.9980e-4
 5.2985  2.9980e-4
 5.2995  2.9980e-4
 5.3005  2.9980e-4
 5.3015  2.9980e-4
 5.3025  2.9980e-4
 5.3035  2.9980e-4
 5.3045  2.9980e-4
 5.3055  2.9980e-4
 5.3065  2.9980e-4
 5.3075  2.9980e-4
 5.3085  2.9980e-4
 5.3095  2.9980e-4
 5.3105  2.9980e-4
 5.3115  2.9980e-4
 5.3125  2.9980e-4
 5.3135  2.9980e-4
 5.3145  2.9980e-4
 5.3155  2.9980e-4
 5.3165  2.9980e-4
 5.3175  2.9980e-4
 5.3185  2.9980e-4
 5.3195  2.9980e-4
 5.3205  2.9980e-4
 5.3215  2.9980e-4
 5.3225  2.9980e-4
 5.3235  2.9980e-4
 5.3245  2.9980e-4
 5.3255  2.9980e-4
 5.3265  2.9980e-4
 5.3275  2.9980e-4
 5.3285  2.9980e-4
 5.3295  2.9980e-4
 5.3305  2.9980e-4
 5.3315  2.9980e-4
 5.3325  2.9980e-4
 5.3335  2.9980e-4
 5.3345  2.9980e-4
 5.3355  2.9980e-4
 5.3365  2.9980e-4
 5.3375  2.9980e-4
 5.3385  2.9980e-4
 5.3395  2.9980e-4
 5.3405  2.9980e-4
 5.3415  2.9980e-4
 5.3425  2.9980e-4
 5.3435  2.9980e-4
 5.3445  2.9980e-4
 5.3455  2.9980e-4
 5.3465  2.9980e-4
 5.3475  2.9980e-4
 5.3485  2.9980e-4
 5.3495  2.9980e-4
 5.3505  2.9980e-4
 5.3515  2.9980e-4
 5.3525  2.9980e-4
 5.3535  2.9980e-4
 5.3545  2.9980e-4
 5.3555  2.9980e-4
 5.3565  2.9980e-4
 5.3575  2.9980e-4
 5.3585  2.9980e-4
 5.3595  2.9980e-4
 5.3605  2.9980e-4
 5.3615  2.9980e-4
 5.3625  2.9980e-4
 5.3635  2.9980e-4
 5.3645  2.9980e-4
 5.3655  2.9980e-4
 5.3665  2.9980e-4
 5.3675  2.9980e-4
 5.3685  2.9980e-4
 5.3695  2.9980e-4
 5.3705  2.9980e-4
 5.3715  2.9980e-4
 5.3725  2.9980e-4
 5.3735  2.9980e-4
 5.3745  2.9980e-4
 5.3755  2.9980e-4
 5.3765  2.9980e-4
 5.3775  2.9980e-4
 5.3785  2.9980e-4
 5.3795  2.9980e-4
 5.3805  2.9980e-4
 5.3815  2.9980e-4
 5.3825  2.9980e-4
 5.3835  2.9980e-4
 5.3845  2.9980e-4
 5.3855  2.9980e-4
 5.3865  2.9980e-4
 5.3875  2.9980e-4
 5.3885  2.9980e-4
 5.3895  2.9980e-4
 5.3905  2.9980e-4
 5.3915  2.9980e-4
 5.3925  2.9980e-4
 5.3935  2.9980e-4
 5.3945  2.9980e-4
 5.3955  2.9980e-4
 5.3965  2.9980e-4
 5.3975  2.9980e-4
 5.3985  2.9980e-4
 5.3995  2.9980e-4
 5.4005  2.9980e-4
 5.4015  2.9980e-4
 5.4025  2.9980e-4
 5.4035  2.9980e-4
 5.4045  2.9980e-4
 5.4055  2.9980e-4
 5.4065  2.9980e-4
 5.4075  2.9980e-4
 5.4085  2.9980e-4
 5.4095  2.9980e-4
 5.4105  2.9980e-4
 5.4115  2.9980e-4
 5.4125  2.9980e-4
 5.4135  2.9980e-4
 5.4145  2.9980e-4
 5.4155  2.9980e-4
 5.4165  2.9980e-4
 5.4175  2.9980e-4
 5.4185  2.9980e-4
 5.4195  2.9980e-4
 5.4205  2.9980e-4
 5.4215  2.9980e-4
 5.4225  2.9980e-4
 5.4235  2.9980e-4
 5.4245  2.9980e-4
 5.4255  2.9980e-4
 5.4265  2.9980e-4
 5.4275  2.9980e-4
 5.4285  2.9980e-4
 5.4295  2.9980e-4
 5.4305  2.9980e-4
 5.4315  2.9980e-4
 5.4325  2.9980e-4
 5.4335  2.9980e-4
 5.4345  2.9980e-4
 5.4355  2.9980e-4
 5.4365  2.9980e-4
 5.4375  2.9980e-4
 5.4385  2.9980e-4
 5.4395  2.9980e-4
 5.4405  2.9980e-4
 5.4415  2.9980e-4
 5.4425  2.9980e-4
 5.4435  2.9980e-4
 5.4445  2.9980e-4
 5.4455  2.9980e-4
 5.4465  2.9980e-4
 5.4475  2.9980e-4
 5.4485  2.9980e-4
 5.4495  2.9980e-4
 5.4505  2.9980e-4
 5.4515  2.9980e-4
 5.4525  2.9980e-4
 5.4535  2.9980e-4
 5.4545  2.9980e-4
 5.4555  2.9980e-4
 5.4565  2.9980e-4
 5.4575  2.9980e-4
 5.4585  2.9980e-4
 5.4595  2.9980e-4
 5.4605  2.9980e-4
 5.4615  2.9980e-4
 5.4625  2.9980e-4
 5.4635  2.9980e-4
 5.4645  2.9980e-4
 5.4655  2.9980e-4
 5.4665  2.9980e-4
 5.4675  2.9980e-4
 5.4685  2.9980e-4
 5.4695  2.9980e-4
 5.4705  2.9980e-4
 5.4715  2.9980e-4
 5.4725  2.9980e-4
 5.4735  2.9980e-4
 5.4745  2.9980e-4
 5.4755  2.9980e-4
 5.4765  2.9980e-4
 5.4775  2.9980e-4
 5.4785  2.9980e-4
 5.4795  2.9980e-4
 5.4805  2.9980e-4
 5.4815  2.9980e-4
 5.4825  2.9980e-4
 5.4835  2.9980e-4
 5.4845  2.9980e-4
 5.4855  2.9980e-4
 5.4865  2.9980e-4
 5.4875  2.9980e-4
 5.4885  2.9980e-4
 5.4895  2.9980e-4
 5.4905  2.9980e-4
 5.4915  2.9980e-4
 5.4925  2.9980e-4
 5.4935  2.9980e-4
 5.4945  2.9980e-4
 5.4955  2.9980e-4
 5.4965  2.9980e-4
 5.4975  2.9980e-4
 5.4985  2.9980e-4
 5.4995  2.9980e-4
 5.5005  2.9980e-4
 5.5015  2.9980e-4
 5.5025  2.9980e-4
 5.5035  2.9980e-4
 5.5045  2.9980e-4
 5.5055  2.9980e-4
 5.5065  2.9980e-4
 5.5075  2.9980e-4
 5.5085  2.9980e-4
 5.5095  2.9980e-4
 5.5105  2.9980e-4
 5.5115  2.9980e-4
 5.5125  2.9980e-4
 5.5135  2.9980e-4
 5.5145  2.9980e-4
 5.5155  2.9980e-4
 5.5165  2.9980e-4
 5.5175  2.9980e-4
 5.5185  2.9980e-4
 5.5195  2.9980e-4
 5.5205  2.9980e-4
 5.5215  2.9980e-4
 5.5225  2.9980e-4
 5.5235  2.9980e-4
 5.5245  2.9980e-4
 5.5255  2.9980e-4
 5.5265  2.9980e-4
 5.5275  2.9980e-4
 5.5285  2.9980e-4
 5.5295  2.9980e-4
 5.5305  2.9980e-4
 5.5315  2.9980e-4
 5.5325  2.9980e-4
 5.5335  2.9980e-4
 5.5345  2.9980e-4
 5.5355  2.9980e-4
 5.5365  2.9980e-4
 5.5375  2.9980e-4
 5.5385  2.9980e-4
 5.5395  2.9980e-4
 5.5405  2.9980e-4
 5.5415  2.9980e-4
 5.5425  2.9980e-4
 5.5435  2.9980e-4
 5.5445  2.9980e-4
 5.5455  2.9980e-4
 5.5465  2.9980e-4
 5.5475  2.9980e-4
 5.5485  2.9980e-4
 5.5495  2.9980e-4
 5.5505  2.9980e-4
 5.5515  2.9980e-4
 5.5525  2.9980e-4
 5.5535  2.9980e-4
 5.5545  2.9980e-4
 5.5555  2.9980e-4
 5.5565  2.9980e-4
 5.5575  2.9980e-4
 5.5585  2.9980e-4
 5.5595  2.9980e-4
 5.5605  2.9980e-4
 5.5615  2.9980e-4
 5.5625  2.9980e-4
 5.5635  2.9980e-4
 5.5645  2.9980e-4
 5.5655  2.9980e-4
 5.5665  2.9980e-4
 5.5675  2.9980e-4
 5.5685  2.9980e-4
 5.5695  2.9980e-4
 5.5705  2.9980e-4
 5.5715  2.9980e-4
 5.5725  2.9980e-4
 5.5735  2.9980e-4
 5.5745  2.9980e-4
 5.5755  2.9980e-4
 5.5765  2.9980e-4
 5.5775  2.9980e-4
 5.5785  2.9980e-4
 5.5795  2.9980e-4
 5.5805  2.9980e-4
 5.5815  2.9980e-4
 5.5825  2.9980e-4
 5.5835  2.9980e-4
 5.5845  2.9980e-4
 5.5855  2.9980e-4
 5.5865  2.9980e-4
 5.5875  2.9980e-4
 5.5885  2.9980e-4
 5.5895  2.9980e-4
 5.5905  2.9980e-4
 5.5915  2.9980e-4
 5.5925  2.9980e-4
 5.5935  2.9980e-4
 5.5945  2.9980e-4
 5.5955  2.9980e-4
 5.5965  2.9980e-4
 5.5975  2.9980e-4
 5.5985  2.9980e-4
 5.5995  2.9980e-4
 5.6005  2.9980e-4
 5.6015  2.9980e-4
 5.6025  2.9980e-4
 5.6035  2.9980e-4
 5.6045  2.9980e-4
 5.6055  2.9980e-4
 5.6065  2.9980e-4
 5.6075  2.9980e-4
 5.6085  2.9980e-4
 5.6095  2.9980e-4
 5.6105  2.9980e-4
 5.6115  2.9980e-4
 5.6125  2.9980e-4
 5.6135  2.9980e-4
 5.6145  2.9980e-4
 5.6155  2.9980e-4
 5.6165  2.9980e-4
 5.6175  2.9980e-4
 5.6185  2.9980e-4
 5.6195  2.9980e-4
 5.6205  2.9980e-4
 5.6215  2.9980e-4
 5.6225  2.9980e-4
 5.6235  2.9980e-4
 5.6245  2.9980e-4
 5.6255  2.9980e-4
 5.6265  2.9980e-4
 5.6275  2.9980e-4
 5.6285  2.9980e-4
 5.6295  2.9980e-4
 5.6305  2.9980e-4
 5.6315  2.9980e-4
 5.6325  2.9980e-4
 5.6335  2.9980e-4
 5.6345  2.9980e-4
 5.6355  2.9980e-4
 5.6365  2.9980e-4
 5.6375  2.9980e-4
 5.6385  2.9980e-4
 5.6395  2.9980e-4
 5.6405  2.9980e-4
 5.6415  2.9980e-4
 5.6425  2.9980e-4
 5.6435  2.9980e-4
 5.6445  2.9980e-4
 5.6455  2.9980e-4
 5.6465  2.9980e-4
 5.6475  2.9980e-4
 5.6485  2.9980e-4
 5.6495  2.9980e-4
 5.6505  2.9980e-4
 5.6515  2.9980e-4
 5.6525  2.9980e-4
 5.6535  2.9980e-4
 5.6545  2.9980e-4
 5.6555  2.9980e-4
 5.6565  2.9980e-4
 5.6575  2.9980e-4
 5.6585  2.9980e-4
 5.6595  2.9980e-4
 5.6605  2.9980e-4
 5.6615  2.9980e-4
 5.6625  2.9980e-4
 5.6635  2.9980e-4
 5.6645  2.9980e-4
 5.6655  2.9980e-4
 5.6665  2.9980e-4
 5.6675  2.9980e-4
 5.6685  2.9980e-4
 5.6695  2.9980e-4
 5.6705  2.9980e-4
 5.6715  2.9980e-4
 5.6725  2.9980e-4
 5.6735  2.9980e-4
 5.6745  2.9980e-4
 5.6755  2.9980e-4
 5.6765  2.9980e-4
 5.6775  2.9980e-4
 5.6785  2.9980e-4
 5.6795  2.9980e-4
 5.6805  2.9980e-4
 5.6815  2.9980e-4
 5.6825  2.9980e-4
 5.6835  2.9980e-4
 5.6845  2.9980e-4
 5.6855  2.9980e-4
 5.6865  2.9980e-4
 5.6875  2.9980e-4
 5.6885  2.9980e-4
 5.6895  2.9980e-4
 5.6905  2.9980e-4
 5.6915  2.9980e-4
 5.6925  2.9980e-4
 5.6935  2.9980e-4
 5.6945  2.9980e-4
 5.6955  2.9980e-4
 5.6965  2.9980e-4
 5.6975  2.9980e-4
 5.6985  2.9980e-4
 5.6995  2.9980e-4
 5.7005  2.9980e-4
 5.7015  2.9980e-4
 5.7025  2.9980e-4
 5.7035  2.9980e-4
 5.7045  2.9980e-4
 5.7055  2.9980e-4
 5.7065  2.9980e-4
 5.7075  2.9980e-4
 5.7085  2.9980e-4
 5.7095  2.9980e-4
 5.7105  2.9980e-4
 5.7115  2.9980e-4
 5.7125  2.9980e-4
 5.7135  2.9980e-4
 5.7145  2.9980e-4
 5.7155  2.9980e-4
 5.7165  2.9980e-4
 5.7175  2.9980e-4
 5.7185  2.9980e-4
 5.7195  2.9980e-4
 5.7205  2.9980e-4
 5.7215  2.9980e-4
 5.7225  2.9980e-4
 5.7235  2.9980e-4
 5.7245  2.9980e-4
 5.7255  2.9980e-4
 5.7265  2.9980e-4
 5.7275  2.9980e-4
 5.7285  2.9980e-4
 5.7295  2.9980e-4
 5.7305  2.9980e-4
 5.7315  2.9980e-4
 5.7325  2.9980e-4
 5.7335  2.9980e-4
 5.7345  2.9980e-4
 5.7355  2.9980e-4
 5.7365  2.9980e-4
 5.7375  2.9980e-4
 5.7385  2.9980e-4
 5.7395  2.9980e-4
 5.7405  2.9980e-4
 5.7415  2.9980e-4
 5.7425  2.9980e-4
 5.7435  2.9980e-4
 5.7445  2.9980e-4
 5.7455  2.9980e-4
 5.7465  2.9980e-4
 5.7475  2.9980e-4
 5.7485  2.9980e-4
 5.7495  2.9980e-4
 5.7505  2.9980e-4
 5.7515  2.9980e-4
 5.7525  2.9980e-4
 5.7535  2.9980e-4
 5.7545  2.9980e-4
 5.7555  2.9980e-4
 5.7565  2.9980e-4
 5.7575  2.9980e-4
 5.7585  2.9980e-4
 5.7595  2.9980e-4
 5.7605  2.9980e-4
 5.7615  2.9980e-4
 5.7625  2.9980e-4
 5.7635  2.9980e-4
 5.7645  2.9980e-4
 5.7655  2.9980e-4
 5.7665  2.9980e-4
 5.7675  2.9980e-4
 5.7685  2.9980e-4
 5.7695  2.9980e-4
 5.7705  2.9980e-4
 5.7715  2.9980e-4
 5.7725  2.9980e-4
 5.7735  2.9980e-4
 5.7745  2.9980e-4
 5.7755  2.9980e-4
 5.7765  2.9980e-4
 5.7775  2.9980e-4
 5.7785  2.9980e-4
 5.7795  2.9980e-4
 5.7805  2.9980e-4
 5.7815  2.9980e-4
 5.7825  2.9980e-4
 5.7835  2.9980e-4
 5.7845  2.9980e-4
 5.7855  2.9980e-4
 5.7865  2.9980e-4
 5.7875  2.9980e-4
 5.7885  2.9980e-4
 5.7895  2.9980e-4
 5.7905  2.9980e-4
 5.7915  2.9980e-4
 5.7925  2.9980e-4
 5.7935  2.9980e-4
 5.7945  2.9980e-4
 5.7955  2.9980e-4
 5.7965  2.9980e-4
 5.7975  2.9980e-4
 5.7985  2.9980e-4
 5.7995  2.9980e-4
 5.8005  2.9980e-4
 5.8015  2.9980e-4
 5.8025  2.9980e-4
 5.8035  2.9980e-4
 5.8045  2.9980e-4
 5.8055  2.9980e-4
 5.8065  2.9980e-4
 5.8075  2.9980e-4
 5.8085  2.9980e-4
 5.8095  2.9980e-4
 5.8105  2.9980e-4
 5.8115  2.9980e-4
 5.8125  2.9980e-4
 5.8135  2.9980e-4
 5.8145  2.9980e-4
 5.8155  2.9980e-4
 5.8165  2.9980e-4
 5.8175  2.9980e-4
 5.8185  2.9980e-4
 5.8195  2.9980e-4
 5.8205  2.9980e-4
 5.8215  2.9980e-4
 5.8225  2.9980e-4
 5.8235  2.9980e-4
 5.8245  2.9980e-4
 5.8255  2.9980e-4
 5.8265  2.9980e-4
 5.8275  2.9980e-4
 5.8285  2.9980e-4
 5.8295  2.9980e-4
 5.8305  2.9980e-4
 5.8315  2.9980e-4
 5.8325  2.9980e-4
 5.8335  2.9980e-4
 5.8345  2.9980e-4
 5.8355  2.9980e-4
 5.8365  2.9980e-4
 5.8375  2.9980e-4
 5.8385  2.9980e-4
 5.8395  2.9980e-4
 5.8405  2.9980e-4
 5.8415  2.9980e-4
 5.8425  2.9980e-4
 5.8435  2.9980e-4
 5.8445  2.9980e-4
 5.8455  2.9980e-4
 5.8465  2.9980e-4
 5.8475  2.9980e-4
 5.8485  2.9980e-4
 5.8495  2.9980e-4
 5.8505  2.9980e-4
 5.8515  2.9980e-4
 5.8525  2.9980e-4
 5.8535  2.9980e-4
 5.8545  2.9980e-4
 5.8555  2.9980e-4
 5.8565  2.9980e-4
 5.8575  2.9980e-4
 5.8585  2.9980e-4
 5.8595  2.9980e-4
 5.8605  2.9980e-4
 5.8615  2.9980e-4
 5.8625  2.9980e-4
 5.8635  2.9980e-4
 5.8645  2.9980e-4
 5.8655  2.9980e-4
 5.8665  2.9980e-4
 5.8675  2.9980e-4
 5.8685  2.9980e-4
 5.8695  2.9980e-4
 5.8705  2.9980e-4
 5.8715  2.9980e-4
 5.8725  2.9980e-4
 5.8735  2.9980e-4
 5.8745  2.9980e-4
 5.8755  2.9980e-4
 5.8765  2.9980e-4
 5.8775  2.9980e-4
 5.8785  2.9980e-4
 5.8795  2.9980e-4
 5.8805  2.9980e-4
 5.8815  2.9980e-4
 5.8825  2.9980e-4
 5.8835  2.9980e-4
 5.8845  2.9980e-4
 5.8855  2.9980e-4
 5.8865  2.9980e-4
 5.8875  2.9980e-4
 5.8885  2.9980e-4
 5.8895  2.9980e-4
 5.8905  2.9980e-4
 5.8915  2.9980e-4
 5.8925  2.9980e-4
 5.8935  2.9980e-4
 5.8945  2.9980e-4
 5.8955  2.9980e-4
 5.8965  2.9980e-4
 5.8975  2.9980e-4
 5.8985  2.9980e-4
 5.8995  2.9980e-4
 5.9005  2.9980e-4
 5.9015  2.9980e-4
 5.9025  2.9980e-4
 5.9035  2.9980e-4
 5.9045  2.9980e-4
 5.9055  2.9980e-4
 5.9065  2.9980e-4
 5.9075  2.9980e-4
 5.9085  2.9980e-4
 5.9095  2.9980e-4
 5.9105  2.9980e-4
 5.9115  2.9980e-4
 5.9125  2.9980e-4
 5.9135  2.9980e-4
 5.9145  2.9980e-4
 5.9155  2.9980e-4
 5.9165  2.9980e-4
 5.9175  2.9980e-4
 5.9185  2.9980e-4
 5.9195  2.9980e-4
 5.9205  2.9980e-4
 5.9215  2.9980e-4
 5.9225  2.9980e-4
 5.9235  2.9980e-4
 5.9245  2.9980e-4
 5.9255  2.9980e-4
 5.9265  2.9980e-4
 5.9275  2.9980e-4
 5.9285  2.9980e-4
 5.9295  2.9980e-4
 5.9305  2.9980e-4
 5.9315  2.9980e-4
 5.9325  2.9980e-4
 5.9335  2.9980e-4
 5.9345  2.9980e-4
 5.9355  2.9980e-4
 5.9365  2.9980e-4
 5.9375  2.9980e-4
 5.9385  2.9980e-4
 5.9395  2.9980e-4
 5.9405  2.9980e-4
 5.9415  2.9980e-4
 5.9425  2.9980e-4
 5.9435  2.9980e-4
 5.9445  2.9980e-4
 5.9455  2.9980e-4
 5.9465  2.9980e-4
 5.9475  2.9980e-4
 5.9485  2.9980e-4
 5.9495  2.9980e-4
 5.9505  2.9980e-4
 5.9515  2.9980e-4
 5.9525  2.9980e-4
 5.9535  2.9980e-4
 5.9545  2.9980e-4
 5.9555  2.9980e-4
 5.9565  2.9980e-4
 5.9575  2.9980e-4
 5.9585  2.9980e-4
 5.9595  2.9980e-4
 5.9605  2.9980e-4
 5.9615  2.9980e-4
 5.9625  2.9980e-4
 5.9635  2.9980e-4
 5.9645  2.9980e-4
 5.9655  2.9980e-4
 5.9665  2.9980e-4
 5.9675  2.9980e-4
 5.9685  2.9980e-4
 5.9695  2.9980e-4
 5.9705  2.9980e-4
 5.9715  2.9980e-4
 5.9725  2.9980e-4
 5.9735  2.9980e-4
 5.9745  2.9980e-4
 5.9755  2.9980e-4
 5.9765  2.9980e-4
 5.9775  2.9980e-4
 5.9785  2.9980e-4
 5.9795  2.9980e-4
 5.9805  2.9980e-4
 5.9815  2.9980e-4
 5.9825  2.9980e-4
 5.9835  2.9980e-4
 5.9845  2.9980e-4
 5.9855  2.9980e-4
 5.9865  2.9980e-4
 5.9875  2.9980e-4
 5.9885  2.9980e-4
 5.9895  2.9980e-4
 5.9905  2.9980e-4
 5.9915  2.9980e-4
