# Energy	Flux
# keV		photon/(cm**2*s*keV*arcmin**2)
4.641499996185302734e+00	8.777194707661955880e-05
4.642499923706054688e+00	8.770507003258495719e-05
4.643500328063964844e+00	8.763774514579618228e-05
4.644499778747558594e+00	8.757085894106401665e-05
4.645500183105468750e+00	8.750425717457789240e-05
4.646499633789062500e+00	8.743795634563789108e-05
4.647500038146972656e+00	8.737179297870750609e-05
4.648499965667724609e+00	8.730684555538166037e-05
4.649499893188476562e+00	8.724466402193915273e-05
4.650500297546386719e+00	8.718561571725669355e-05
4.651499748229980469e+00	8.713101737189072650e-05
4.652500152587890625e+00	8.708171251147596925e-05
4.653499603271484375e+00	8.703849622600164397e-05
4.654500007629394531e+00	8.700119144063420834e-05
4.655500411987304688e+00	8.696915987202149178e-05
4.656499862670898438e+00	8.694232842185840252e-05
4.657500267028808594e+00	8.692054198286555742e-05
4.658499717712402344e+00	8.690449459794397427e-05
4.659500122070312500e+00	8.689585869780131486e-05
4.660499572753906250e+00	8.689466533841864885e-05
4.661499977111816406e+00	8.689891820776106629e-05
4.662500381469726562e+00	8.690772665984136203e-05
4.663499832153320312e+00	8.692065389102624699e-05
4.664500236511230469e+00	8.693777639735239906e-05
4.665499687194824219e+00	8.695991056567146666e-05
4.666500091552734375e+00	8.698742576530091709e-05
4.667500019073486328e+00	8.702058898059287075e-05
4.668499946594238281e+00	8.706005124127215401e-05
4.669500350952148438e+00	8.710731047326244689e-05
4.670499801635742188e+00	8.716286549523346867e-05
4.671500205993652344e+00	8.722699668185536894e-05
4.672499656677246094e+00	8.730012952275335674e-05
4.673500061035156250e+00	8.738133846687230939e-05
4.674499988555908203e+00	8.746922014044138376e-05
4.675499916076660156e+00	8.756258134872936874e-05
4.676500320434570312e+00	8.766019505013070753e-05
4.677499771118164062e+00	8.775989099432439323e-05
4.678500175476074219e+00	8.785911563503323303e-05
4.679499626159667969e+00	8.795518267562006730e-05
4.680500030517578125e+00	8.804683992477479538e-05
4.681500434875488281e+00	8.813271198447357793e-05
4.682499885559082031e+00	8.821030561337106024e-05
4.683500289916992188e+00	8.827876509421799900e-05
4.684499740600585938e+00	8.833757151249542808e-05
4.685500144958496094e+00	8.838621800514998754e-05
4.686499595642089844e+00	8.842504132982463474e-05
4.687500000000000000e+00	8.845379720012793421e-05
4.688500404357910156e+00	8.847275055718152625e-05
4.689499855041503906e+00	8.848218075049925509e-05
4.690500259399414062e+00	8.848171126276589715e-05
4.691499710083007812e+00	8.847205041357049697e-05
4.692500114440917969e+00	8.845427927329626498e-05
4.693499565124511719e+00	8.842906360695912632e-05
4.694499969482421875e+00	8.839560952435244166e-05
4.695500373840332031e+00	8.835321801424111303e-05
4.696499824523925781e+00	8.830292559669374161e-05
4.697500228881835938e+00	8.824645412619859552e-05
4.698499679565429688e+00	8.818411593630300581e-05
4.699500083923339844e+00	8.811572010405988346e-05
4.700500011444091797e+00	8.804238031837577263e-05
4.701499938964843750e+00	8.796414924958990056e-05
4.702500343322753906e+00	8.788049083678527087e-05
4.703499794006347656e+00	8.779135763790727202e-05
4.704500198364257812e+00	8.769731423816331975e-05
4.705499649047851562e+00	8.759931807153098634e-05
4.706500053405761719e+00	8.749824872638540271e-05
4.707499980926513672e+00	8.739550737491653476e-05
4.708499908447265625e+00	8.729246898919127686e-05
4.709500312805175781e+00	8.718947937534087694e-05
4.710499763488769531e+00	8.708777723758089713e-05
4.711500167846679688e+00	8.699040335612606614e-05
4.712499618530273438e+00	8.689954172208081784e-05
4.713500022888183594e+00	8.681734371606631621e-05
4.714500427246093750e+00	8.674554372191952236e-05
4.715499877929687500e+00	8.668450306140363564e-05
4.716500282287597656e+00	8.663402787164535112e-05
4.717499732971191406e+00	8.659388032619620614e-05
4.718500137329101562e+00	8.656346697372865168e-05
4.719499588012695312e+00	8.653974535065685160e-05
4.720499992370605469e+00	8.652035599074792572e-05
4.721500396728515625e+00	8.650504394340063474e-05
4.722499847412109375e+00	8.649219326270804031e-05
4.723500251770019531e+00	8.647971111336128045e-05
4.724499702453613281e+00	8.646663783575847561e-05
4.725500106811523438e+00	8.645235602759975425e-05
4.726500034332275391e+00	8.643642505181866329e-05
4.727499961853027344e+00	8.641953422159931756e-05
4.728500366210937500e+00	8.640312394886521575e-05
4.729499816894531250e+00	8.638892495594302859e-05
4.730500221252441406e+00	8.637884336660213241e-05
4.731499671936035156e+00	8.637384422633889594e-05
4.732500076293945312e+00	8.637379609993557498e-05
4.733500003814697266e+00	8.637799883088721168e-05
4.734499931335449219e+00	8.638701696355447412e-05
4.735500335693359375e+00	8.640067323082364112e-05
4.736499786376953125e+00	8.641714015958188052e-05
4.737500190734863281e+00	8.643491393153638659e-05
4.738499641418457031e+00	8.645280305355273814e-05
4.739500045776367188e+00	8.646992962532634535e-05
4.740499973297119141e+00	8.648607611925095606e-05
4.741499900817871094e+00	8.650091780392320912e-05
4.742500305175781250e+00	8.651351970162280422e-05
4.743499755859375000e+00	8.652345527536173361e-05
4.744500160217285156e+00	8.653083067851458066e-05
4.745499610900878906e+00	8.653575739410101987e-05
4.746500015258789062e+00	8.653817524776035840e-05
4.747500419616699219e+00	8.653760803631665099e-05
4.748499870300292969e+00	8.653388947616141944e-05
4.749500274658203125e+00	8.652728848585577559e-05
4.750499725341796875e+00	8.651787412118579256e-05
4.751500129699707031e+00	8.650668851955208342e-05
4.752499580383300781e+00	8.649525734688686058e-05
4.753499984741210938e+00	8.648355060496566563e-05
4.754500389099121094e+00	8.647007071893295148e-05
4.755499839782714844e+00	8.645298009684444047e-05
4.756500244140625000e+00	8.643189992119444827e-05
4.757499694824218750e+00	8.640809135196592583e-05
4.758500099182128906e+00	8.638208757050274333e-05
4.759500026702880859e+00	8.635358023359828816e-05
4.760499954223632812e+00	8.632386001756945477e-05
4.761500358581542969e+00	8.629442947832032288e-05
4.762499809265136719e+00	8.626566513859993410e-05
4.763500213623046875e+00	8.623752998838776546e-05
4.764499664306640625e+00	8.620939883969208151e-05
4.765500068664550781e+00	8.618169781464534861e-05
4.766499996185302734e+00	8.615537193868845717e-05
4.767499923706054688e+00	8.613011794823734885e-05
4.768500328063964844e+00	8.610544044656153644e-05
4.769499778747558594e+00	8.608213163900905356e-05
4.770500183105468750e+00	8.606127755777323465e-05
4.771499633789062500e+00	8.604203305073201936e-05
4.772500038146972656e+00	8.602442124906276044e-05
4.773499965667724609e+00	8.600938577111124543e-05
4.774499893188476562e+00	8.599669061739276287e-05
4.775500297546386719e+00	8.598748223397267236e-05
4.776499748229980469e+00	8.598316749043491240e-05
4.777500152587890625e+00	8.598232498745275200e-05
4.778499603271484375e+00	8.598351361216585243e-05
4.779500007629394531e+00	8.598583847489369401e-05
4.780500411987304688e+00	8.598670456963470416e-05
4.781499862670898438e+00	8.598481906679351059e-05
4.782500267028808594e+00	8.598054463673265901e-05
4.783499717712402344e+00	8.597410639575223503e-05
4.784500122070312500e+00	8.596492248615862013e-05
4.785499572753906250e+00	8.595319031235387026e-05
4.786499977111816406e+00	8.594002361074762808e-05
4.787500381469726562e+00	8.592596296294595663e-05
4.788499832153320312e+00	8.591121259087697488e-05
4.789500236511230469e+00	8.589540933855567637e-05
4.790499687194824219e+00	8.587810151722449737e-05
4.791500091552734375e+00	8.585985997064708112e-05
4.792500019073486328e+00	8.584090228736119133e-05
4.793499946594238281e+00	8.582200055931078243e-05
4.794500350952148438e+00	8.580553810161239080e-05
4.795499801635742188e+00	8.579279086451430689e-05
4.796500205993652344e+00	8.578306621231445524e-05
4.797499656677246094e+00	8.577592173042330776e-05
4.798500061035156250e+00	8.577208339263930220e-05
4.799499988555908203e+00	8.577241778465226948e-05
4.800499916076660156e+00	8.577705981599784667e-05
4.801500320434570312e+00	8.578518279492014368e-05
4.802499771118164062e+00	8.579625559078408201e-05
4.803500175476074219e+00	8.581073440292261026e-05
4.804499626159667969e+00	8.583014318053670507e-05
4.805500030517578125e+00	8.585577041834202062e-05
4.806500434875488281e+00	8.588729957392535826e-05
4.807499885559082031e+00	8.592337479219690861e-05
4.808500289916992188e+00	8.596379512604495168e-05
4.809499740600585938e+00	8.600900954166361130e-05
4.810500144958496094e+00	8.605683305818613148e-05
4.811499595642089844e+00	8.610503954766575028e-05
4.812500000000000000e+00	8.615286876496624135e-05
4.813500404357910156e+00	8.619939118588727778e-05
4.814499855041503906e+00	8.624469669975695044e-05
4.815500259399414062e+00	8.628794815134717172e-05
4.816499710083007812e+00	8.632781509260367074e-05
4.817500114440917969e+00	8.636415943888840394e-05
4.818499565124511719e+00	8.639661829279549304e-05
4.819499969482421875e+00	8.642446948416276638e-05
4.820500373840332031e+00	8.644694084820849693e-05
4.821499824523925781e+00	8.646522001216943231e-05
4.822500228881835938e+00	8.648050814812032795e-05
4.823499679565429688e+00	8.649291461076808710e-05
4.824500083923339844e+00	8.650266429207769140e-05
4.825500011444091797e+00	8.650865719784323006e-05
4.826499938964843750e+00	8.651002780932508414e-05
4.827500343322753906e+00	8.650721010622797885e-05
4.828499794006347656e+00	8.649988054478229818e-05
4.829500198364257812e+00	8.648813719366329296e-05
4.830499649047851562e+00	8.647428552188154115e-05
4.831500053405761719e+00	8.645840379547817885e-05
4.832499980926513672e+00	8.643988385729428289e-05
4.833499908447265625e+00	8.642026190280775266e-05
4.834500312805175781e+00	8.640121416716211515e-05
4.835499763488769531e+00	8.638344407093211520e-05
4.836500167846679688e+00	8.636675874119683065e-05
4.837499618530273438e+00	8.635133370113774070e-05
4.838500022888183594e+00	8.633744725862535550e-05
4.839500427246093750e+00	8.632635226149681386e-05
4.840499877929687500e+00	8.631967808412019665e-05
4.841500282287597656e+00	8.631870401570052313e-05
4.842499732971191406e+00	8.632535541258065702e-05
4.843500137329101562e+00	8.633965003846881374e-05
4.844499588012695312e+00	8.635987301316556096e-05
4.845499992370605469e+00	8.638510963011529584e-05
4.846500396728515625e+00	8.641589060581348128e-05
4.847499847412109375e+00	8.645178307454718476e-05
4.848500251770019531e+00	8.649099438854105282e-05
4.849499702453613281e+00	8.653188983449355343e-05
4.850500106811523438e+00	8.657354410059744866e-05
4.851500034332275391e+00	8.661566825482389629e-05
4.852499961853027344e+00	8.665731760790218452e-05
4.853500366210937500e+00	8.669730963803892331e-05
4.854499816894531250e+00	8.673338401852139347e-05
4.855500221252441406e+00	8.676421835067111947e-05
4.856499671936035156e+00	8.678925626710181675e-05
4.857500076293945312e+00	8.680705153168394674e-05
4.858500003814697266e+00	8.681581653416753873e-05
4.859499931335449219e+00	8.681460699241746917e-05
4.860500335693359375e+00	8.680359968761418483e-05
4.861499786376953125e+00	8.678351142103238032e-05
4.862500190734863281e+00	8.675441367621569515e-05
4.863499641418457031e+00	8.671657259022313459e-05
4.864500045776367188e+00	8.666967374945284161e-05
4.865499973297119141e+00	8.661352806361946220e-05
4.866499900817871094e+00	8.654874061753360843e-05
4.867500305175781250e+00	8.647608782750171742e-05
4.868499755859375000e+00	8.639683813163350401e-05
4.869500160217285156e+00	8.631274950870239946e-05
4.870499610900878906e+00	8.622625202841615981e-05
4.871500015258789062e+00	8.613828925841776315e-05
4.872500419616699219e+00	8.604861879562923904e-05
4.873499870300292969e+00	8.595723544295400952e-05
4.874500274658203125e+00	8.586589578242273123e-05
4.875499725341796875e+00	8.577630313835327288e-05
4.876500129699707031e+00	8.568848613217582510e-05
4.877499580383300781e+00	8.560235776801439005e-05
4.878499984741210938e+00	8.551880322366863820e-05
4.879500389099121094e+00	8.543875470069809883e-05
4.880499839782714844e+00	8.536203773538033181e-05
4.881500244140625000e+00	8.529059816134821692e-05
4.882499694824218750e+00	8.522678922546247622e-05
4.883500099182128906e+00	8.516960210073448831e-05
4.884500026702880859e+00	8.511767820983744365e-05
4.885499954223632812e+00	8.507139835136929163e-05
4.886500358581542969e+00	8.503133468035973977e-05
4.887499809265136719e+00	8.499712022026444775e-05
4.888500213623046875e+00	8.496817308877865167e-05
4.889499664306640625e+00	8.494426640685820819e-05
4.890500068664550781e+00	8.492479591547630964e-05
4.891499996185302734e+00	8.490789583790342996e-05
4.892499923706054688e+00	8.489127435693090233e-05
4.893500328063964844e+00	8.487482562261210758e-05
4.894499778747558594e+00	8.486001812052844471e-05
4.895500183105468750e+00	8.484710289672043693e-05
4.896499633789062500e+00	8.483553014783423902e-05
4.897500038146972656e+00	8.482560504324319710e-05
4.898499965667724609e+00	8.481886841586254954e-05
4.899499893188476562e+00	8.481737154680688224e-05
4.900500297546386719e+00	8.482199666406690301e-05
4.901499748229980469e+00	8.483230284614989478e-05
4.902500152587890625e+00	8.484749673446943048e-05
4.903499603271484375e+00	8.486716348345859479e-05
4.904500007629394531e+00	8.489211440151671546e-05
4.905500411987304688e+00	8.492277957345831577e-05
4.906499862670898438e+00	8.495916603204425757e-05
4.907500267028808594e+00	8.500134828791196056e-05
4.908499717712402344e+00	8.504955476893384019e-05
4.909500122070312500e+00	8.510395394312737327e-05
4.910499572753906250e+00	8.516503716533151038e-05
4.911499977111816406e+00	8.523292753564763941e-05
4.912500381469726562e+00	8.530685227146211653e-05
4.913499832153320312e+00	8.538483948272058293e-05
4.914500236511230469e+00	8.546534385254501152e-05
4.915499687194824219e+00	8.554804201483981029e-05
4.916500091552734375e+00	8.563224307123517350e-05
4.917500019073486328e+00	8.571628618591620988e-05
4.918499946594238281e+00	8.579844292235439993e-05
4.919500350952148438e+00	8.587752275706114064e-05
4.920499801635742188e+00	8.595103442881360479e-05
4.921500205993652344e+00	8.601608384880417258e-05
4.922499656677246094e+00	8.607145239706202823e-05
4.923500061035156250e+00	8.611675751934644491e-05
4.924499988555908203e+00	8.615065390287675860e-05
4.925499916076660156e+00	8.617192358883613284e-05
4.926500320434570312e+00	8.618110728592983532e-05
4.927499771118164062e+00	8.618019795400403728e-05
4.928500175476074219e+00	8.617057671896613178e-05
4.929499626159667969e+00	8.615246540498881019e-05
4.930500030517578125e+00	8.612543119993844624e-05
4.931500434875488281e+00	8.608954999163466850e-05
4.932499885559082031e+00	8.604621122386402459e-05
4.933500289916992188e+00	8.599816607557028703e-05
4.934499740600585938e+00	8.594845022277569808e-05
4.935500144958496094e+00	8.589716432157775555e-05
4.936499595642089844e+00	8.584329480100881115e-05
4.937500000000000000e+00	8.578762112403960898e-05
4.938500404357910156e+00	8.573091616049080858e-05
4.939499855041503906e+00	8.567354849489614021e-05
4.940500259399414062e+00	8.561628266651445066e-05
4.941499710083007812e+00	8.556082784447832602e-05
4.942500114440917969e+00	8.550946041543243425e-05
4.943499565124511719e+00	8.546307808885412701e-05
4.944499969482421875e+00	8.542120326252585058e-05
4.945500373840332031e+00	8.538465403345821823e-05
4.946499824523925781e+00	8.535430469390906994e-05
4.947500228881835938e+00	8.532940726899062244e-05
4.948499679565429688e+00	8.530933807851064077e-05
4.949500083923339844e+00	8.529302931750493762e-05
4.950500011444091797e+00	8.528028258981035399e-05
4.951499938964843750e+00	8.527142157914738231e-05
4.952500343322753906e+00	8.526637575430139190e-05
4.953499794006347656e+00	8.526482166453940199e-05
4.954500198364257812e+00	8.526589015153938380e-05
4.955499649047851562e+00	8.526842537695665145e-05
4.956500053405761719e+00	8.527110818800811675e-05
4.957499980926513672e+00	8.527403645825820308e-05
4.958499908447265625e+00	8.527712896136153140e-05
4.959500312805175781e+00	8.527942573656361886e-05
4.960499763488769531e+00	8.527927845672738359e-05
4.961500167846679688e+00	8.527500724737495418e-05
4.962499618530273438e+00	8.526773084125987450e-05
4.963500022888183594e+00	8.525961416945279441e-05
4.964500427246093750e+00	8.525155624375248904e-05
4.965499877929687500e+00	8.524338625337887386e-05
4.966500282287597656e+00	8.523454965136078015e-05
4.967499732971191406e+00	8.522376644232959966e-05
4.968500137329101562e+00	8.521059338288212916e-05
4.969499588012695312e+00	8.519495785384030952e-05
4.970499992370605469e+00	8.517689616219120707e-05
4.971500396728515625e+00	8.515727140687844195e-05
4.972499847412109375e+00	8.513635803624219390e-05
4.973500251770019531e+00	8.511481880148684344e-05
4.974499702453613281e+00	8.509304595787283581e-05
4.975500106811523438e+00	8.507178590255551635e-05
4.976500034332275391e+00	8.505154914817914197e-05
4.977499961853027344e+00	8.503281254643360175e-05
4.978500366210937500e+00	8.501616947380318272e-05
4.979499816894531250e+00	8.500100625712653907e-05
4.980500221252441406e+00	8.498703634277346766e-05
4.981499671936035156e+00	8.497334105697214811e-05
4.982500076293945312e+00	8.495897987200723271e-05
4.983500003814697266e+00	8.494268982693469752e-05
4.984499931335449219e+00	8.492290544523023780e-05
4.985500335693359375e+00	8.490077983699638735e-05
4.986499786376953125e+00	8.487720514579465982e-05
4.987500190734863281e+00	8.485244802126508628e-05
4.988499641418457031e+00	8.482709164980957396e-05
4.989500045776367188e+00	8.480018665424067601e-05
4.990499973297119141e+00	8.477021230193428232e-05
4.991499900817871094e+00	8.473671259331177412e-05
4.992500305175781250e+00	8.469974272083615092e-05
4.993499755859375000e+00	8.465853645916856585e-05
4.994500160217285156e+00	8.461255209934301813e-05
4.995499610900878906e+00	8.456190154113256538e-05
4.996500015258789062e+00	8.450708568501532605e-05
4.997500419616699219e+00	8.444931946753123629e-05
4.998499870300292969e+00	8.438932114467891880e-05
4.999500274658203125e+00	8.432696802973332299e-05
5.000499725341796875e+00	8.426184163759105317e-05
5.001500129699707031e+00	8.419437327219684393e-05
5.002499580383300781e+00	8.412627529680210604e-05
5.003499984741210938e+00	8.405856908849705742e-05
5.004500389099121094e+00	8.399200700266323827e-05
5.005499839782714844e+00	8.392853243040241989e-05
5.006500244140625000e+00	8.386968961313950768e-05
5.007499694824218750e+00	8.381561800733082642e-05
5.008500099182128906e+00	8.376676732809574090e-05
5.009500026702880859e+00	8.372483669284808898e-05
5.010499954223632812e+00	8.369227470724577235e-05
5.011500358581542969e+00	8.366870122600735384e-05
5.012499809265136719e+00	8.365126380577380500e-05
5.013500213623046875e+00	8.363843258769976621e-05
5.014499664306640625e+00	8.362962139783632575e-05
5.015500068664550781e+00	8.362335708829107426e-05
5.016499996185302734e+00	8.361914267280367945e-05
5.017499923706054688e+00	8.361800837401858538e-05
5.018500328063964844e+00	8.361923611924388115e-05
5.019499778747558594e+00	8.362200049339386606e-05
5.020500183105468750e+00	8.362604762599071826e-05
5.021499633789062500e+00	8.363152396598187558e-05
5.022500038146972656e+00	8.363883378905514782e-05
5.023499965667724609e+00	8.364756392585204030e-05
5.024499893188476562e+00	8.365741899091554622e-05
5.025500297546386719e+00	8.366741998828527613e-05
5.026499748229980469e+00	8.367728653604810849e-05
5.027500152587890625e+00	8.368698569306205520e-05
5.028499603271484375e+00	8.369575119677597071e-05
5.029500007629394531e+00	8.370432095431867457e-05
5.030500411987304688e+00	8.371517072568363839e-05
5.031499862670898438e+00	8.372947866580756314e-05
5.032500267028808594e+00	8.374612546268159262e-05
5.033499717712402344e+00	8.376460326595427366e-05
5.034500122070312500e+00	8.378505874180922595e-05
5.035499572753906250e+00	8.380713424939844193e-05
5.036499977111816406e+00	8.383144540357455484e-05
5.037500381469726562e+00	8.385881788212856886e-05
5.038499832153320312e+00	8.388931064556306126e-05
5.039500236511230469e+00	8.392359931533676753e-05
5.040499687194824219e+00	8.396333349954121093e-05
5.041500091552734375e+00	8.400921830578078912e-05
5.042500019073486328e+00	8.406030230571754605e-05
5.043499946594238281e+00	8.411611280901274725e-05
5.044500350952148438e+00	8.417617267709484694e-05
5.045499801635742188e+00	8.423902656623809184e-05
5.046500205993652344e+00	8.430273699715614072e-05
5.047499656677246094e+00	8.436636930984332502e-05
5.048500061035156250e+00	8.442948071710611006e-05
5.049499988555908203e+00	8.449119857456121457e-05
5.050499916076660156e+00	8.455044441740507989e-05
5.051500320434570312e+00	8.460588087689931657e-05
5.052499771118164062e+00	8.465545965352076643e-05
5.053500175476074219e+00	8.469724234979158074e-05
5.054499626159667969e+00	8.473079782516512856e-05
5.055500030517578125e+00	8.475566698129836842e-05
5.056500434875488281e+00	8.477161532272756345e-05
5.057499885559082031e+00	8.477825115148389444e-05
5.058500289916992188e+00	8.477410303138409558e-05
5.059499740600585938e+00	8.475737895471953485e-05
5.060500144958496094e+00	8.472583689730362724e-05
5.061499595642089844e+00	8.467969393002929023e-05
5.062500000000000000e+00	8.462022096455736064e-05
5.063500404357910156e+00	8.454711180009129518e-05
5.064499855041503906e+00	8.446052060725903156e-05
5.065500259399414062e+00	8.436253141927282050e-05
5.066499710083007812e+00	8.425453187817847332e-05
5.067500114440917969e+00	8.413776960618833212e-05
5.068499565124511719e+00	8.401520747886129540e-05
5.069499969482421875e+00	8.388926901500127044e-05
5.070500373840332031e+00	8.376276391511259275e-05
5.071499824523925781e+00	8.363826549546778837e-05
5.072500228881835938e+00	8.351747432720877003e-05
5.073499679565429688e+00	8.340190985569822624e-05
5.074500083923339844e+00	8.329304414394331940e-05
5.075500011444091797e+00	8.319266416080026247e-05
5.076499938964843750e+00	8.310256323321347800e-05
5.077500343322753906e+00	8.302347891403482076e-05
5.078499794006347656e+00	8.295502878171311827e-05
5.079500198364257812e+00	8.289699564207423928e-05
5.080499649047851562e+00	8.284787655396739212e-05
5.081500053405761719e+00	8.280644854561631889e-05
5.082499980926513672e+00	8.277297945794272953e-05
5.083499908447265625e+00	8.274829500753473231e-05
5.084500312805175781e+00	8.273243402517749929e-05
5.085499763488769531e+00	8.272373665333555414e-05
5.086500167846679688e+00	8.272156904772273018e-05
5.087499618530273438e+00	8.272636841917939431e-05
5.088500022888183594e+00	8.273842705938138135e-05
5.089500427246093750e+00	8.275783516256400465e-05
5.090499877929687500e+00	8.278383105627973868e-05
5.091500282287597656e+00	8.281497091941205865e-05
5.092499732971191406e+00	8.285051833729689327e-05
5.093500137329101562e+00	8.288996527458075128e-05
5.094499588012695312e+00	8.293358329674411708e-05
5.095499992370605469e+00	8.298187607784928723e-05
5.096500396728515625e+00	8.303453760695606847e-05
5.097499847412109375e+00	8.309059719719456112e-05
5.098500251770019531e+00	8.314820699654373664e-05
5.099499702453613281e+00	8.320621314363288651e-05
5.100500106811523438e+00	8.326471717432748737e-05
5.101500034332275391e+00	8.332377772679663440e-05
5.102499961853027344e+00	8.338374255161066497e-05
5.103500366210937500e+00	8.344476990955305854e-05
5.104499816894531250e+00	8.350503874126149507e-05
5.105500221252441406e+00	8.356331820506227460e-05
5.106499671936035156e+00	8.361909222540180834e-05
5.107500076293945312e+00	8.367167396442049226e-05
5.108500003814697266e+00	8.372158343899573139e-05
5.109499931335449219e+00	8.376964565251911014e-05
5.110500335693359375e+00	8.381636428304903676e-05
5.111499786376953125e+00	8.386123034740696315e-05
5.112500190734863281e+00	8.390320334609999479e-05
5.113499641418457031e+00	8.394202436627026277e-05
5.114500045776367188e+00	8.397727392899810898e-05
5.115499973297119141e+00	8.400727466284294953e-05
5.116499900817871094e+00	8.403036188198259831e-05
5.117500305175781250e+00	8.404524277415929552e-05
5.118499755859375000e+00	8.405131467818330337e-05
5.119500160217285156e+00	8.404832413051637808e-05
5.120499610900878906e+00	8.403447839072831918e-05
5.121500015258789062e+00	8.400761270175074178e-05
5.122500419616699219e+00	8.396760754204515972e-05
5.123499870300292969e+00	8.391449803871405303e-05
5.124500274658203125e+00	8.384787763536168147e-05
5.125499725341796875e+00	8.376904229596636149e-05
5.126500129699707031e+00	8.367918273226284331e-05
5.127499580383300781e+00	8.357955837726558832e-05
5.128499984741210938e+00	8.347333494929866263e-05
5.129500389099121094e+00	8.336343178026529085e-05
5.130499839782714844e+00	8.325207274963504652e-05
5.131500244140625000e+00	8.314047084634118481e-05
5.132499694824218750e+00	8.302982536667678597e-05
5.133500099182128906e+00	8.292151327532186369e-05
5.134500026702880859e+00	8.281668198627000269e-05
5.135499954223632812e+00	8.271726511776750289e-05
5.136500358581542969e+00	8.262462025857330368e-05
5.137499809265136719e+00	8.253845618474274666e-05
5.138500213623046875e+00	8.245851964957185613e-05
5.139499664306640625e+00	8.238463442322372916e-05
5.140500068664550781e+00	8.231595058782954820e-05
5.141499996185302734e+00	8.225157124225238958e-05
5.142499923706054688e+00	8.219074187562566702e-05
5.143500328063964844e+00	8.213314263263493187e-05
5.144499778747558594e+00	8.207831510255062879e-05
5.145500183105468750e+00	8.202540670533133385e-05
5.146499633789062500e+00	8.197448083097144537e-05
5.147500038146972656e+00	8.192616538205950243e-05
5.148499965667724609e+00	8.188029360906679639e-05
5.149499893188476562e+00	8.183602940029724036e-05
5.150500297546386719e+00	8.179305450130914038e-05
5.151499748229980469e+00	8.175269499875697620e-05
5.152500152587890625e+00	8.171521940547496173e-05
5.153499603271484375e+00	8.168006222340235152e-05
5.154500007629394531e+00	8.164723469279987515e-05
5.155500411987304688e+00	8.161657113083553594e-05
5.156499862670898438e+00	8.158781915893766577e-05
5.157500267028808594e+00	8.156024065655071602e-05
5.158499717712402344e+00	8.153379743517822709e-05
5.159500122070312500e+00	8.150857358536130214e-05
5.160499572753906250e+00	8.148447626143867401e-05
5.161499977111816406e+00	8.146174530950619412e-05
5.162500381469726562e+00	8.144135251130582575e-05
5.163499832153320312e+00	8.142437295759580816e-05
5.164500236511230469e+00	8.141077653699922137e-05
5.165499687194824219e+00	8.140056739854490992e-05
5.166500091552734375e+00	8.139339838271682801e-05
5.167500019073486328e+00	8.138962786959762512e-05
5.168499946594238281e+00	8.138870202138042721e-05
5.169500350952148438e+00	8.138942636002960071e-05
5.170499801635742188e+00	8.139278826686094695e-05
5.171500205993652344e+00	8.140024169089250567e-05
5.172499656677246094e+00	8.141170413294922356e-05
5.173500061035156250e+00	8.142695977769817022e-05
5.174499988555908203e+00	8.144562785141094764e-05
5.175499916076660156e+00	8.146608220798802534e-05
5.176500320434570312e+00	8.148726430874596543e-05
5.177499771118164062e+00	8.150827936691265271e-05
5.178500175476074219e+00	8.152827027585166271e-05
5.179499626159667969e+00	8.154767525113572465e-05
5.180500030517578125e+00	8.156657376823035386e-05
5.181500434875488281e+00	8.158521099573405361e-05
5.182499885559082031e+00	8.160299512435376503e-05
5.183500289916992188e+00	8.161815624234752754e-05
5.184499740600585938e+00	8.163017488363292790e-05
5.185500144958496094e+00	8.163837086621640593e-05
5.186499595642089844e+00	8.164193154195674494e-05
5.187500000000000000e+00	8.164092341708069952e-05
5.188500404357910156e+00	8.163573037095044624e-05
5.189499855041503906e+00	8.162745062846184208e-05
5.190500259399414062e+00	8.161829998967389335e-05
5.191499710083007812e+00	8.161057808074916270e-05
5.192500114440917969e+00	8.160635172128075316e-05
5.193499565124511719e+00	8.160749242086125471e-05
5.194499969482421875e+00	8.161435017060753884e-05
5.195500373840332031e+00	8.162711470879145258e-05
5.196499824523925781e+00	8.164539197926174753e-05
5.197500228881835938e+00	8.166691365229397192e-05
5.198499679565429688e+00	8.169042912811486394e-05
5.199500083923339844e+00	8.171661892685379378e-05
5.200500011444091797e+00	8.174456185601154049e-05
5.201499938964843750e+00	8.177217008750846535e-05
5.202500343322753906e+00	8.179944629522089325e-05
5.203499794006347656e+00	8.182771260577676982e-05
5.204500198364257812e+00	8.185773232178823831e-05
5.205499649047851562e+00	8.188866403377016245e-05
5.206500053405761719e+00	8.191921387733686099e-05
5.207499980926513672e+00	8.194835685370323948e-05
5.208499908447265625e+00	8.197554574628696151e-05
5.209500312805175781e+00	8.199944057987696919e-05
5.210499763488769531e+00	8.201891103452494617e-05
5.211500167846679688e+00	8.203401803016070553e-05
5.212499618530273438e+00	8.204371726762848432e-05
5.213500022888183594e+00	8.204771560106201788e-05
5.214500427246093750e+00	8.204722914511829450e-05
5.215499877929687500e+00	8.204286134966220741e-05
5.216500282287597656e+00	8.203499650940639933e-05
5.217499732971191406e+00	8.202407406954905042e-05
5.218500137329101562e+00	8.201166811446559165e-05
5.219499588012695312e+00	8.199862264030408521e-05
5.220499992370605469e+00	8.198269017778046178e-05
5.221500396728515625e+00	8.196208933643401489e-05
