# Energy	Flux
# keV	photon/(cm**2*s*keV)
5.836149999999999949e-01	9.374999999999999653e-04
5.846050000000000413e-01	9.374999999999999653e-04
5.855949999999999767e-01	9.374999999999999653e-04
5.865850000000000231e-01	9.374999999999999653e-04
5.875749999999999584e-01	9.374999999999999653e-04
5.885650000000000048e-01	9.374999999999999653e-04
5.895550000000000512e-01	9.374999999999999653e-04
5.905449999999999866e-01	9.374999999999999653e-04
5.915350000000000330e-01	9.374999999999999653e-04
5.925249999999999684e-01	9.374999999999999653e-04
5.935150000000000148e-01	9.374999999999999653e-04
5.945050000000000612e-01	9.374999999999999653e-04
5.954949999999999966e-01	9.374999999999999653e-04
5.964849999999999319e-01	9.374999999999999653e-04
5.974749999999999783e-01	9.374999999999999653e-04
5.984650000000000247e-01	9.374999999999999653e-04
5.994550000000000711e-01	9.374999999999999653e-04
6.004450000000000065e-01	9.374999999999999653e-04
6.014349999999999419e-01	9.374999999999999653e-04
6.024249999999999883e-01	9.374999999999999653e-04
6.034150000000000347e-01	9.374999999999999653e-04
6.044049999999999701e-01	9.374999999999999653e-04
6.053949999999999054e-01	9.374999999999999653e-04
6.063849999999999518e-01	9.374999999999999653e-04
6.073749999999999982e-01	9.374999999999999653e-04
6.083650000000000446e-01	9.374999999999999653e-04
6.093549999999999800e-01	9.374999999999999653e-04
6.103449999999999154e-01	9.374999999999999653e-04
6.113349999999999618e-01	9.374999999999999653e-04
6.123250000000000082e-01	9.374999999999999653e-04
6.133149999999999435e-01	9.374999999999999653e-04
6.143049999999999899e-01	9.374999999999999653e-04
6.152949999999999253e-01	9.374999999999999653e-04
6.162849999999999717e-01	9.374999999999999653e-04
6.172750000000000181e-01	9.374999999999999653e-04
6.182649999999999535e-01	9.374999999999999653e-04
6.192549999999999999e-01	9.374999999999999653e-04
6.202449999999999353e-01	9.374999999999999653e-04
6.212349999999999817e-01	9.374999999999999653e-04
6.222250000000000281e-01	9.374999999999999653e-04
6.232149999999999634e-01	9.374999999999999653e-04
6.242049999999998988e-01	9.374999999999999653e-04
6.251949999999999452e-01	9.374999999999999653e-04
6.261849999999999916e-01	9.374999999999999653e-04
6.271750000000000380e-01	9.374999999999999653e-04
6.281649999999999734e-01	9.374999999999999653e-04
6.291549999999999088e-01	9.374999999999999653e-04
6.301449999999999552e-01	9.374999999999999653e-04
6.311350000000000016e-01	9.374999999999999653e-04
6.321250000000000480e-01	9.374999999999999653e-04
6.331149999999999833e-01	9.374999999999999653e-04
6.341049999999999187e-01	9.374999999999999653e-04
6.350949999999999651e-01	9.374999999999999653e-04
6.360850000000000115e-01	9.374999999999999653e-04
6.370749999999999469e-01	9.374999999999999653e-04
6.380649999999999933e-01	9.374999999999999653e-04
6.390549999999999287e-01	9.374999999999999653e-04
6.400449999999999751e-01	9.374999999999999653e-04
6.410350000000000215e-01	9.374999999999999653e-04
6.420249999999999568e-01	9.374999999999999653e-04
6.430150000000000032e-01	9.374999999999999653e-04
6.440049999999999386e-01	9.374999999999999653e-04
6.449949999999999850e-01	9.374999999999999653e-04
6.459850000000000314e-01	9.374999999999999653e-04
6.469749999999999668e-01	9.374999999999999653e-04
6.479649999999999022e-01	9.374999999999999653e-04
6.489549999999999486e-01	9.374999999999999653e-04
6.499449999999999950e-01	9.374999999999999653e-04
6.509350000000000414e-01	9.374999999999999653e-04
6.519249999999999767e-01	9.374999999999999653e-04
6.529149999999999121e-01	9.374999999999999653e-04
6.539049999999999585e-01	9.374999999999999653e-04
6.548950000000000049e-01	9.374999999999999653e-04
6.558850000000000513e-01	9.374999999999999653e-04
6.568749999999999867e-01	9.374999999999999653e-04
6.578649999999999221e-01	9.374999999999999653e-04
6.588549999999999685e-01	9.374999999999999653e-04
6.598450000000000149e-01	9.374999999999999653e-04
6.608349999999999502e-01	9.374999999999999653e-04
6.618249999999999966e-01	9.374999999999999653e-04
6.628149999999999320e-01	9.374999999999999653e-04
6.638049999999999784e-01	9.374999999999999653e-04
6.647950000000000248e-01	9.374999999999999653e-04
6.657849999999999602e-01	9.374999999999999653e-04
6.667750000000000066e-01	9.374999999999999653e-04
6.677649999999999419e-01	9.374999999999999653e-04
6.687549999999999883e-01	9.374999999999999653e-04
6.697450000000000347e-01	9.374999999999999653e-04
6.707349999999999701e-01	9.374999999999999653e-04
6.717249999999999055e-01	9.374999999999999653e-04
