1.005000000000000060e-01	3.470099999999999851e-01
1.015000000000000069e-01	3.438410000000000077e-01
1.024999999999999939e-01	3.407370000000000121e-01
1.034999999999999948e-01	3.376959999999999962e-01
1.044999999999999957e-01	3.347149999999999848e-01
1.054999999999999966e-01	3.317919999999999758e-01
1.064999999999999974e-01	3.289270000000000249e-01
1.074999999999999983e-01	3.261169999999999902e-01
1.084999999999999992e-01	3.233610000000000095e-01
1.095000000000000001e-01	3.206570000000000253e-01
1.105000000000000010e-01	3.180049999999999821e-01
1.115000000000000019e-01	3.154020000000000157e-01
1.125000000000000028e-01	3.128469999999999862e-01
1.135000000000000037e-01	3.103400000000000047e-01
1.145000000000000046e-01	3.078779999999999850e-01
1.155000000000000054e-01	3.054600000000000093e-01
1.165000000000000063e-01	3.030860000000000221e-01
1.174999999999999933e-01	3.007540000000000213e-01
1.184999999999999942e-01	2.984629999999999783e-01
1.194999999999999951e-01	2.962119999999999753e-01
1.204999999999999960e-01	2.940010000000000123e-01
1.214999999999999969e-01	2.918270000000000031e-01
1.224999999999999978e-01	2.896909999999999763e-01
1.234999999999999987e-01	2.875909999999999855e-01
1.244999999999999996e-01	2.855260000000000020e-01
1.255000000000000004e-01	2.834949999999999970e-01
1.265000000000000013e-01	2.814989999999999992e-01
1.275000000000000022e-01	2.795349999999999779e-01
1.285000000000000031e-01	2.776029999999999887e-01
1.295000000000000040e-01	2.757029999999999759e-01
1.305000000000000049e-01	2.738329999999999931e-01
1.315000000000000058e-01	2.719940000000000135e-01
1.325000000000000067e-01	2.701830000000000065e-01
1.335000000000000075e-01	2.684010000000000007e-01
1.345000000000000084e-01	2.666470000000000229e-01
1.355000000000000093e-01	2.649199999999999888e-01
1.365000000000000102e-01	2.632200000000000095e-01
1.375000000000000111e-01	2.615460000000000007e-01
1.385000000000000120e-01	2.598969999999999891e-01
1.395000000000000129e-01	2.582729999999999748e-01
1.405000000000000138e-01	2.566740000000000133e-01
1.414999999999999869e-01	2.550990000000000202e-01
1.424999999999999878e-01	2.535470000000000224e-01
1.434999999999999887e-01	2.520180000000000198e-01
1.444999999999999896e-01	2.505109999999999837e-01
1.454999999999999905e-01	2.490259999999999974e-01
1.464999999999999913e-01	2.475630000000000053e-01
1.474999999999999922e-01	2.461210000000000064e-01
1.484999999999999931e-01	2.446989999999999998e-01
1.494999999999999940e-01	2.432970000000000133e-01
1.504999999999999949e-01	2.419159999999999922e-01
1.514999999999999958e-01	2.405529999999999891e-01
1.524999999999999967e-01	2.392100000000000060e-01
1.534999999999999976e-01	2.378850000000000131e-01
1.544999999999999984e-01	2.365790000000000115e-01
1.554999999999999993e-01	2.352899999999999991e-01
1.565000000000000002e-01	2.340190000000000048e-01
1.575000000000000011e-01	2.327660000000000007e-01
1.585000000000000020e-01	2.315290000000000126e-01
1.595000000000000029e-01	2.303080000000000127e-01
1.605000000000000038e-01	2.291040000000000021e-01
1.615000000000000047e-01	2.279160000000000075e-01
1.625000000000000056e-01	2.267440000000000011e-01
1.635000000000000064e-01	2.255860000000000087e-01
1.645000000000000073e-01	2.244440000000000046e-01
1.655000000000000082e-01	2.233169999999999877e-01
1.665000000000000091e-01	2.222040000000000126e-01
1.675000000000000100e-01	2.211059999999999970e-01
1.685000000000000109e-01	2.200209999999999944e-01
1.695000000000000118e-01	2.189500000000000057e-01
1.705000000000000127e-01	2.178930000000000033e-01
1.715000000000000135e-01	2.168489999999999862e-01
1.724999999999999867e-01	2.158180000000000098e-01
1.734999999999999876e-01	2.147999999999999909e-01
1.744999999999999885e-01	2.137940000000000118e-01
1.754999999999999893e-01	2.128009999999999902e-01
1.764999999999999902e-01	2.118200000000000083e-01
1.774999999999999911e-01	2.108500000000000096e-01
1.784999999999999920e-01	2.098929999999999962e-01
1.794999999999999929e-01	2.089689999999999881e-01
1.804999999999999938e-01	2.080120000000000025e-01
1.814999999999999947e-01	2.070909999999999973e-01
1.824999999999999956e-01	2.061759999999999982e-01
1.834999999999999964e-01	2.052740000000000120e-01
1.844999999999999973e-01	2.043830000000000091e-01
1.854999999999999982e-01	2.035049999999999915e-01
1.864999999999999991e-01	2.026320000000000066e-01
1.875000000000000000e-01	2.017720000000000069e-01
1.885000000000000009e-01	2.009219999999999895e-01
1.895000000000000018e-01	2.000840000000000118e-01
1.905000000000000027e-01	1.992500000000000104e-01
1.915000000000000036e-01	1.984289999999999943e-01
1.925000000000000044e-01	1.976169999999999871e-01
1.935000000000000053e-01	1.968159999999999910e-01
1.945000000000000062e-01	1.960199999999999998e-01
1.955000000000000071e-01	1.952349999999999919e-01
1.965000000000000080e-01	1.944589999999999930e-01
1.975000000000000089e-01	1.936940000000000051e-01
1.985000000000000098e-01	1.929319999999999924e-01
1.995000000000000107e-01	1.921809999999999907e-01
2.005000000000000115e-01	1.914379999999999971e-01
2.015000000000000124e-01	1.907040000000000124e-01
2.025000000000000133e-01	1.899800000000000100e-01
2.034999999999999865e-01	1.892590000000000106e-01
2.044999999999999873e-01	1.885479999999999934e-01
2.054999999999999882e-01	1.878450000000000120e-01
2.064999999999999891e-01	1.871510000000000118e-01
2.074999999999999900e-01	1.864609999999999879e-01
2.084999999999999909e-01	1.857800000000000007e-01
2.094999999999999918e-01	1.851059999999999928e-01
2.104999999999999927e-01	1.844389999999999918e-01
2.114999999999999936e-01	1.837820000000000009e-01
2.124999999999999944e-01	1.831260000000000110e-01
2.134999999999999953e-01	1.824800000000000033e-01
2.144999999999999962e-01	1.818410000000000026e-01
2.154999999999999971e-01	1.812080000000000080e-01
2.164999999999999980e-01	1.805839999999999945e-01
2.174999999999999989e-01	1.799620000000000108e-01
2.184999999999999998e-01	1.793490000000000084e-01
2.195000000000000007e-01	1.787420000000000120e-01
2.205000000000000016e-01	1.781399999999999928e-01
2.215000000000000024e-01	1.775480000000000114e-01
2.225000000000000033e-01	1.769560000000000022e-01
2.235000000000000042e-01	1.763730000000000020e-01
2.245000000000000051e-01	1.757960000000000078e-01
2.255000000000000060e-01	1.752239999999999909e-01
2.265000000000000069e-01	1.746590000000000087e-01
2.275000000000000078e-01	1.741010000000000058e-01
2.285000000000000087e-01	1.735440000000000038e-01
2.295000000000000095e-01	1.729940000000000089e-01
2.305000000000000104e-01	1.724499999999999922e-01
2.315000000000000113e-01	1.719120000000000092e-01
2.325000000000000122e-01	1.713810000000000056e-01
2.335000000000000131e-01	1.708500000000000019e-01
2.344999999999999862e-01	1.703270000000000062e-01
2.354999999999999871e-01	1.698089999999999877e-01
2.364999999999999880e-01	1.692960000000000020e-01
2.374999999999999889e-01	1.687879999999999936e-01
2.384999999999999898e-01	1.682859999999999912e-01
2.394999999999999907e-01	1.677859999999999907e-01
2.404999999999999916e-01	1.672919999999999963e-01
2.414999999999999925e-01	1.668030000000000068e-01
2.424999999999999933e-01	1.663179999999999936e-01
2.434999999999999942e-01	1.658380000000000132e-01
2.444999999999999951e-01	1.653630000000000100e-01
2.454999999999999960e-01	1.648940000000000128e-01
2.464999999999999969e-01	1.644249999999999878e-01
2.474999999999999978e-01	1.639619999999999966e-01
2.484999999999999987e-01	1.635040000000000104e-01
2.494999999999999996e-01	1.630510000000000015e-01
2.505000000000000004e-01	1.626009999999999955e-01
2.515000000000000013e-01	1.621569999999999956e-01
2.525000000000000022e-01	1.617139999999999966e-01
2.535000000000000031e-01	1.612760000000000027e-01
2.545000000000000040e-01	1.608430000000000137e-01
2.555000000000000049e-01	1.604130000000000000e-01
2.565000000000000058e-01	1.599869999999999903e-01
2.575000000000000067e-01	1.595660000000000134e-01
2.585000000000000075e-01	1.591490000000000127e-01
2.595000000000000084e-01	1.587330000000000130e-01
2.605000000000000093e-01	1.583219999999999905e-01
2.615000000000000102e-01	1.579160000000000008e-01
2.625000000000000111e-01	1.575120000000000131e-01
2.635000000000000120e-01	1.571120000000000017e-01
2.645000000000000129e-01	1.567159999999999942e-01
2.655000000000000138e-01	1.563249999999999917e-01
2.665000000000000147e-01	1.559339999999999893e-01
2.675000000000000155e-01	1.555479999999999918e-01
2.685000000000000164e-01	1.551659999999999984e-01
2.695000000000000173e-01	1.547870000000000079e-01
2.705000000000000182e-01	1.544109999999999927e-01
2.715000000000000191e-01	1.540380000000000082e-01
2.725000000000000200e-01	1.536690000000000000e-01
2.735000000000000209e-01	1.533039999999999958e-01
2.745000000000000218e-01	1.529399999999999926e-01
2.755000000000000226e-01	1.525799999999999934e-01
2.765000000000000235e-01	1.522229999999999972e-01
2.775000000000000244e-01	1.518690000000000040e-01
2.785000000000000253e-01	1.515180000000000138e-01
2.795000000000000262e-01	1.511709999999999998e-01
2.805000000000000271e-01	1.508259999999999879e-01
2.814999999999999725e-01	1.504860000000000086e-01
2.824999999999999734e-01	1.501450000000000007e-01
2.834999999999999742e-01	1.498089999999999977e-01
2.844999999999999751e-01	1.494759999999999978e-01
2.854999999999999760e-01	1.491449999999999998e-01
2.864999999999999769e-01	1.488170000000000048e-01
2.874999999999999778e-01	1.484920000000000129e-01
2.884999999999999787e-01	1.481699999999999962e-01
2.894999999999999796e-01	1.478520000000000112e-01
2.904999999999999805e-01	1.475339999999999985e-01
2.914999999999999813e-01	1.472189999999999888e-01
2.924999999999999822e-01	1.469080000000000108e-01
2.934999999999999831e-01	1.465990000000000071e-01
2.944999999999999840e-01	1.462920000000000054e-01
2.954999999999999849e-01	1.459880000000000067e-01
2.964999999999999858e-01	1.456860000000000099e-01
2.974999999999999867e-01	1.453869999999999885e-01
2.984999999999999876e-01	1.450919999999999987e-01
2.994999999999999885e-01	1.447960000000000080e-01
3.004999999999999893e-01	1.445049999999999946e-01
3.014999999999999902e-01	1.442150000000000098e-01
3.024999999999999911e-01	1.439280000000000004e-01
3.034999999999999920e-01	1.436429999999999929e-01
3.044999999999999929e-01	1.433609999999999884e-01
3.054999999999999938e-01	1.430800000000000127e-01
3.064999999999999947e-01	1.428020000000000123e-01
3.074999999999999956e-01	1.425269999999999870e-01
3.084999999999999964e-01	1.422549999999999926e-01
3.094999999999999973e-01	1.419819999999999971e-01
3.104999999999999982e-01	1.417130000000000056e-01
3.114999999999999991e-01	1.414459999999999884e-01
3.125000000000000000e-01	1.411810000000000009e-01
3.135000000000000009e-01	1.409179999999999877e-01
3.145000000000000018e-01	1.406570000000000042e-01
3.155000000000000027e-01	1.403989999999999960e-01
3.165000000000000036e-01	1.401419999999999888e-01
3.175000000000000044e-01	1.398870000000000113e-01
3.185000000000000053e-01	1.396360000000000101e-01
3.195000000000000062e-01	1.393840000000000079e-01
3.205000000000000071e-01	1.391360000000000097e-01
3.215000000000000080e-01	1.388890000000000124e-01
3.225000000000000089e-01	1.386439999999999895e-01
3.235000000000000098e-01	1.384009999999999962e-01
3.245000000000000107e-01	1.381610000000000060e-01
3.255000000000000115e-01	1.379209999999999881e-01
3.265000000000000124e-01	1.376840000000000008e-01
3.275000000000000133e-01	1.374489999999999879e-01
3.285000000000000142e-01	1.372170000000000056e-01
